total_items,amoxicillin,azithromycin,cephalosporins,clarithromycin,clindamycin,co_amoxiclav,erythromycin,metronidazole,phenoxymethylpenicillin,tetracyclines,icb_name,month,population,f1_coamox_rate,f2_amox_coamox_ratio,f3_items_per_1000,f4_mom_change,f5_coamox_zscore
2595,1763,0,4,11,29,4,40,717,24,3,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2022-01-01,941353,0.1541,352.6,2.7567,0.0,-1.0902
2517,1707,0,3,6,27,6,45,707,15,1,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2022-02-01,941353,0.2384,243.8571,2.6738,-3.0058,-0.7962
2897,1918,2,2,14,22,7,49,853,24,6,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2022-03-01,941353,0.2416,239.75,3.0775,15.0973,-0.9041
2499,1704,0,3,11,24,7,42,696,12,0,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2022-04-01,941353,0.2801,213.0,2.6547,-13.7384,-0.814
2689,1855,1,3,10,20,3,60,715,17,5,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2022-05-01,941353,0.1116,463.75,2.8565,7.603,-1.397
2460,1677,0,3,5,18,3,47,693,9,5,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2022-06-01,941353,0.122,419.25,2.6133,-8.5162,-1.2786
2496,1722,0,3,12,15,6,46,679,13,0,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2022-07-01,941353,0.2404,246.0,2.6515,1.4634,-0.8736
2545,1720,2,5,15,32,8,55,698,8,2,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2022-08-01,941353,0.3143,191.1111,2.7036,1.9631,-0.4584
2480,1718,1,0,16,14,4,49,669,7,2,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2022-09-01,941353,0.1613,343.6,2.6345,-2.554,-1.108
2505,1701,2,1,6,11,6,46,712,19,1,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2022-10-01,941353,0.2395,243.0,2.6611,1.0081,-0.7783
2486,1660,1,1,8,22,4,58,711,18,3,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2022-11-01,941353,0.1609,332.0,2.6409,-0.7585,-1.3337
2519,1698,0,2,13,24,6,65,690,16,5,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2022-12-01,941353,0.2382,242.5714,2.6759,1.3274,-0.8102
2884,1956,0,1,9,13,3,51,823,21,7,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2023-01-01,941353,0.104,489.0,3.0637,14.4899,-1.3179
2495,1708,3,0,7,23,7,42,680,20,5,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2023-02-01,941353,0.2806,213.5,2.6504,-13.4882,-0.4693
2739,1820,2,1,10,22,5,66,768,41,4,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2023-03-01,941353,0.1825,303.3333,2.9096,9.7796,-1.0014
2227,1465,0,2,5,10,9,45,655,34,2,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2023-04-01,941353,0.4041,146.5,2.3657,-18.693,-0.1904
2429,1603,5,0,11,19,10,41,707,30,3,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2023-05-01,941353,0.4117,145.7273,2.5803,9.0705,-0.0914
2486,1698,4,1,10,25,7,35,684,20,2,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2023-06-01,941353,0.2816,212.25,2.6409,2.3466,-0.5184
2320,1562,0,2,7,22,6,48,657,14,2,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2023-07-01,941353,0.2586,223.1429,2.4645,-6.6774,-0.714
2335,1586,0,0,5,15,5,31,676,16,1,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2023-08-01,941353,0.2141,264.3333,2.4805,0.6466,-0.838
2418,1645,2,1,3,25,7,42,678,14,1,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2023-09-01,941353,0.2895,205.625,2.5686,3.5546,-0.5092
2226,1543,2,2,6,14,12,42,583,18,4,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2023-10-01,941353,0.5391,118.6923,2.3647,-7.9404,0.4315
2573,1689,0,3,5,13,5,70,769,16,3,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2023-11-01,941353,0.1943,281.5,2.7333,15.5885,-0.9264
2442,1632,2,1,13,16,6,53,686,28,5,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2023-12-01,941353,0.2457,233.1429,2.5941,-5.0913,-0.8107
2556,1722,0,1,7,23,5,52,714,28,4,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2024-01-01,941353,0.1956,287.0,2.7152,4.6683,-0.9737
2418,1614,1,1,8,20,7,57,682,24,4,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2024-02-01,941353,0.2895,201.75,2.5686,-5.3991,-0.5198
2527,1690,3,2,8,24,5,66,694,33,2,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2024-03-01,941353,0.1979,281.6667,2.6844,4.5079,-0.8592
2458,1613,0,1,2,23,18,52,693,52,4,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2024-04-01,941353,0.7323,84.8947,2.6111,-2.7305,0.9488
2452,1639,3,1,8,19,7,39,700,35,1,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2024-05-01,941353,0.2855,204.875,2.6048,-0.2441,-0.6038
2284,1532,0,1,9,31,8,40,629,31,3,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2024-06-01,941353,0.3503,170.2222,2.4263,-6.8515,-0.3789
2426,1608,1,0,8,14,11,42,698,41,3,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2024-07-01,941353,0.4534,134.0,2.5771,6.2172,-0.0172
2257,1521,0,1,9,15,3,34,631,41,2,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2024-08-01,941353,0.1329,380.25,2.3976,-6.9662,-1.1664
2224,1473,1,3,5,25,13,26,638,38,2,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2024-09-01,941353,0.5845,105.2143,2.3626,-1.4621,0.4529
2260,1488,0,0,9,26,10,47,647,31,2,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2024-10-01,941353,0.4425,135.2727,2.4008,1.6187,-0.0203
2311,1556,0,2,10,22,6,41,631,41,2,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2024-11-01,941353,0.2596,222.2857,2.455,2.2566,-0.6852
2416,1569,1,0,16,21,9,42,701,54,3,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2024-12-01,941353,0.3725,156.9,2.5665,4.5435,-0.226
2360,1543,0,0,6,15,8,58,684,45,1,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2025-01-01,941353,0.339,171.4444,2.507,-2.3179,-0.3326
2089,1390,2,0,7,18,11,39,575,45,2,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2025-02-01,941353,0.5266,115.8333,2.2191,-11.4831,0.057
2111,1446,3,2,14,21,3,40,532,50,0,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2025-03-01,941353,0.1421,361.5,2.2425,1.0531,-0.9222
2151,1434,3,0,8,19,4,36,598,48,1,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2025-04-01,941353,0.186,286.8,2.285,1.8948,-0.8241
2167,1442,5,2,10,18,4,30,605,50,1,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2025-05-01,941353,0.1846,288.4,2.302,0.7438,-0.9077
2203,1470,3,0,7,27,9,33,607,45,2,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2025-06-01,941353,0.4085,147.0,2.3402,1.6613,-0.0993
2166,1453,3,0,10,13,9,20,610,47,1,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2025-07-01,941353,0.4155,145.3,2.3009,-1.6795,-0.1548
2040,1335,5,0,17,16,7,36,581,41,2,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2025-08-01,941353,0.3431,166.875,2.1671,-5.8172,-0.3464
2093,1410,2,1,7,18,5,25,565,57,3,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2025-09-01,941353,0.2389,235.0,2.2234,2.598,-0.6049
2109,1377,2,0,6,18,13,43,587,61,2,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2025-10-01,941353,0.6164,98.3571,2.2404,0.7645,0.7085
2114,1400,1,0,5,22,3,39,584,55,5,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2025-11-01,941353,0.1419,350.0,2.2457,0.2371,-1.1186
2368,1565,2,0,10,17,17,42,635,74,6,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2025-12-01,941353,0.7179,86.9444,2.5155,12.0151,0.739
2418,1575,0,0,12,28,9,38,672,81,3,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2026-01-01,941353,0.3722,157.5,2.5686,2.1115,-0.2931
2408,1639,4,1,7,17,16,30,640,50,4,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2026-02-01,941353,0.6645,96.4118,2.558,-0.4136,1.0014
4046,2775,4,7,21,10,9,99,1104,16,1,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",2022-01-01,1104963,0.2224,277.5,3.6617,0.0,-0.8265
3739,2537,4,3,21,20,6,97,1029,14,8,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",2022-02-01,1104963,0.1605,362.4286,3.3838,-7.5877,-1.1033
4180,2913,2,5,17,22,19,75,1110,14,3,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",2022-03-01,1104963,0.4545,145.65,3.7829,11.7946,0.0183
3522,2390,7,4,19,17,9,91,972,11,2,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",2022-04-01,1104963,0.2555,239.0,3.1874,-15.7416,-0.94
4161,2907,3,0,18,26,10,95,1080,21,1,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",2022-05-01,1104963,0.2403,264.2727,3.7657,18.1431,-0.8284
3771,2668,1,1,16,16,9,97,950,10,3,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",2022-06-01,1104963,0.2387,266.8,3.4128,-9.3727,-0.7337
3598,2525,8,0,11,15,9,80,929,18,3,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",2022-07-01,1104963,0.2501,252.5,3.2562,-4.5876,-0.8296
3353,2342,5,3,18,11,5,74,881,14,0,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",2022-08-01,1104963,0.1491,390.3333,3.0345,-6.8093,-1.293
3540,2476,6,1,16,12,10,86,912,19,2,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",2022-09-01,1104963,0.2825,225.0909,3.2037,5.5771,-0.626
4059,2805,3,2,22,21,11,113,1054,24,4,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",2022-10-01,1104963,0.271,233.75,3.6734,14.661,-0.6597
3703,2554,2,0,12,22,11,80,1002,16,4,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",2022-11-01,1104963,0.2971,212.8333,3.3512,-8.7706,-0.6291
4041,2851,2,2,26,26,10,97,1005,18,4,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",2022-12-01,1104963,0.2475,259.1818,3.6571,9.1277,-0.7749
4380,3042,1,2,20,27,16,87,1161,22,2,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",2023-01-01,1104963,0.3653,178.9412,3.9639,8.389,-0.2313
3431,2377,6,1,10,6,16,81,909,23,2,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",2023-02-01,1104963,0.4663,139.8235,3.1051,-21.6667,0.276
4282,2972,2,6,13,16,18,106,1122,25,2,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",2023-03-01,1104963,0.4204,156.4211,3.8752,24.8033,-0.0703
3256,2245,4,2,24,13,11,96,834,24,3,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",2023-04-01,1104963,0.3378,187.0833,2.9467,-23.9608,-0.4343
3573,2451,5,0,17,8,12,95,962,22,1,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",2023-05-01,1104963,0.3359,188.5385,3.2336,9.7359,-0.417
3463,2408,0,0,27,14,15,89,887,23,0,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",2023-06-01,1104963,0.4332,150.5,3.134,-3.0786,0.041
3617,2519,1,0,26,16,11,110,898,34,2,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",2023-07-01,1104963,0.3041,209.9167,3.2734,4.447,-0.5323
3256,2230,2,0,21,14,8,102,852,21,6,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",2023-08-01,1104963,0.2457,247.7778,2.9467,-9.9806,-0.7336
3336,2335,1,0,12,9,10,87,852,28,2,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",2023-09-01,1104963,0.2998,212.2727,3.0191,2.457,-0.47
3479,2421,6,1,8,15,9,97,901,20,1,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",2023-10-01,1104963,0.2587,242.1,3.1485,4.2866,-0.7049
3330,2262,2,2,28,17,9,99,864,44,3,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",2023-11-01,1104963,0.2703,226.2,3.0137,-4.2828,-0.6392
3242,2296,0,2,22,13,14,77,784,30,4,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",2023-12-01,1104963,0.4318,153.0667,2.934,-2.6426,-0.0643
3463,2410,2,2,27,8,15,76,890,30,3,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",2024-01-01,1104963,0.4332,150.625,3.134,6.8168,0.143
3198,2219,3,2,13,15,21,81,829,14,1,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",2024-02-01,1104963,0.6567,100.8636,2.8942,-7.6523,1.182
3477,2405,2,5,30,16,17,95,881,23,3,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",2024-03-01,1104963,0.4889,133.6111,3.1467,8.7242,0.3687
3160,2227,1,0,16,11,10,83,783,27,2,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",2024-04-01,1104963,0.3165,202.4545,2.8598,-9.1171,-0.4765
3088,2191,3,1,21,12,11,77,746,23,3,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",2024-05-01,1104963,0.3562,182.5833,2.7947,-2.2785,-0.3176
3289,2345,2,2,18,16,16,74,795,19,2,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",2024-06-01,1104963,0.4865,137.9412,2.9766,6.5091,0.1468
3342,2320,3,1,17,13,13,89,866,18,2,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",2024-07-01,1104963,0.389,165.7143,3.0245,1.6114,-0.2368
3070,2147,4,2,23,15,8,65,780,24,2,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",2024-08-01,1104963,0.2606,238.5556,2.7784,-8.1388,-0.7178
3133,2198,3,2,29,17,8,70,777,29,0,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",2024-09-01,1104963,0.2553,244.2222,2.8354,2.0521,-0.617
3256,2277,6,1,17,12,11,80,822,29,1,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",2024-10-01,1104963,0.3378,189.75,2.9467,3.9259,-0.4391
3163,2311,3,1,21,12,8,66,721,18,2,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",2024-11-01,1104963,0.2529,256.7778,2.8625,-2.8563,-0.7131
3202,2278,3,1,24,11,16,64,782,20,3,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",2024-12-01,1104963,0.4997,134.0,2.8978,1.233,0.1992
3383,2399,1,0,29,15,9,77,835,18,0,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",2025-01-01,1104963,0.266,239.9,3.0616,5.6527,-0.6129
2981,2077,5,0,22,12,7,67,769,19,3,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",2025-02-01,1104963,0.2348,259.625,2.6978,-11.8829,-0.9841
3238,2246,4,1,23,11,17,91,813,25,7,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",2025-03-01,1104963,0.525,124.7778,2.9304,8.6213,0.2389
3120,2150,14,0,25,26,9,72,798,22,4,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",2025-04-01,1104963,0.2885,215.0,2.8236,-3.6442,-0.4468
3152,2180,7,1,23,25,25,78,783,27,3,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",2025-05-01,1104963,0.7931,83.8462,2.8526,1.0256,1.1894
3224,2280,2,0,27,12,8,68,792,33,2,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",2025-06-01,1104963,0.2481,253.3333,2.9177,2.2843,-0.6641
3336,2274,5,1,24,20,16,75,870,46,5,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",2025-07-01,1104963,0.4796,133.7647,3.0191,3.4739,0.0817
2866,1995,8,3,27,16,23,49,717,23,5,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",2025-08-01,1104963,0.8025,83.125,2.5938,-14.0887,1.1435
3354,2310,11,6,16,29,15,64,865,34,4,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",2025-09-01,1104963,0.4472,144.375,3.0354,17.0272,0.0547
3311,2257,6,1,17,28,8,75,884,31,4,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",2025-10-01,1104963,0.2416,250.7778,2.9965,-1.2821,-0.4628
3044,2104,9,0,16,21,14,70,779,28,3,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",2025-11-01,1104963,0.4599,140.2667,2.7548,-8.064,0.0343
3194,2269,2,3,20,14,18,75,773,17,3,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",2025-12-01,1104963,0.5636,119.4211,2.8906,4.9277,0.2565
3183,2197,6,1,20,19,15,64,836,24,1,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",2026-01-01,1104963,0.4713,137.3125,2.8806,-0.3444,0.085
3002,2055,10,0,14,17,7,69,805,24,1,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",2026-02-01,1104963,0.2332,256.875,2.7168,-5.6865,-0.8181
5387,3722,0,3,8,17,21,109,1456,47,4,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,2022-01-01,1356821,0.3898,169.1818,3.9703,0.0,-0.1801
5485,3786,0,2,11,27,27,120,1462,46,4,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,2022-02-01,1356821,0.4923,135.2143,4.0425,1.8192,0.2047
6289,4429,1,4,17,21,25,129,1601,60,2,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,2022-03-01,1356821,0.3975,170.3462,4.6351,14.6582,-0.2286
5196,3555,0,8,19,19,35,140,1382,37,1,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,2022-04-01,1356821,0.6736,98.75,3.8295,-17.3796,1.2023
5504,3841,1,10,12,20,32,111,1434,40,3,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,2022-05-01,1356821,0.5814,116.3939,4.0565,5.9276,0.6786
5232,3671,2,4,10,16,20,111,1345,47,6,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,2022-06-01,1356821,0.3823,174.8095,3.8561,-4.9419,-0.0632
6236,4374,3,1,6,32,13,123,1637,46,1,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,2022-07-01,1356821,0.2085,312.4286,4.596,19.1896,-1.018
6248,4250,1,3,18,32,19,132,1748,41,4,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,2022-08-01,1356821,0.3041,212.5,4.6049,0.1924,-0.5099
6421,4464,1,5,8,27,21,101,1755,37,2,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,2022-09-01,1356821,0.3271,202.9091,4.7324,2.7689,-0.4487
6353,4414,6,9,18,18,18,91,1745,29,5,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,2022-10-01,1356821,0.2833,232.3158,4.6823,-1.059,-0.6134
6783,4753,5,4,13,33,28,124,1778,41,4,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,2022-11-01,1356821,0.4128,163.8966,4.9992,6.7685,-0.0305
6597,4591,4,6,17,20,21,128,1756,46,8,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,2022-12-01,1356821,0.3183,208.6818,4.8621,-2.7421,-0.5064
6840,4692,1,3,11,23,41,141,1884,41,3,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,2023-01-01,1356821,0.5994,111.7143,5.0412,3.6835,0.7421
6277,4414,2,4,16,13,19,115,1650,40,4,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,2023-02-01,1356821,0.3027,220.7,4.6263,-8.231,-0.3806
7002,4831,3,4,15,13,32,121,1918,60,5,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,2023-03-01,1356821,0.457,146.3939,5.1606,11.5501,0.0729
5499,3820,1,6,11,22,16,106,1469,43,5,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,2023-04-01,1356821,0.291,224.7059,4.0529,-21.4653,-0.6064
6492,4587,5,3,14,11,26,81,1691,66,8,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,2023-05-01,1356821,0.4005,169.8889,4.7847,18.0578,-0.1395
6140,4283,1,2,7,14,41,87,1640,59,6,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,2023-06-01,1356821,0.6678,101.9762,4.5253,-5.4221,0.9068
6215,4384,2,1,9,11,49,110,1586,59,4,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,2023-07-01,1356821,0.7884,87.68,4.5806,1.2215,1.4013
6147,4293,3,2,5,12,54,116,1611,46,5,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,2023-08-01,1356821,0.8785,78.0545,4.5304,-1.0941,1.3573
6086,4305,3,4,7,14,55,115,1510,67,6,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,2023-09-01,1356821,0.9037,76.875,4.4855,-0.9924,1.8293
6951,4862,2,1,14,12,56,134,1767,97,6,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,2023-10-01,1356821,0.8056,85.2982,5.123,14.2129,1.5115
6392,4509,3,3,9,16,41,106,1608,95,2,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,2023-11-01,1356821,0.6414,107.3571,4.711,-8.042,0.7632
6503,4591,0,5,10,13,33,119,1637,92,3,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,2023-12-01,1356821,0.5075,135.0294,4.7928,1.7365,0.2393
6552,4568,4,7,14,16,42,113,1648,133,7,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,2024-01-01,1356821,0.641,106.2326,4.8289,0.7535,1.1196
5943,4146,1,5,5,21,32,105,1513,110,5,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,2024-02-01,1356821,0.5384,125.6364,4.3801,-9.2949,0.6337
5765,4078,1,1,6,11,19,98,1456,86,9,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,2024-03-01,1356821,0.3296,203.9,4.2489,-2.9951,-0.3035
6216,4468,2,5,8,15,19,120,1482,87,10,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,2024-04-01,1356821,0.3057,223.4,4.5813,7.8231,-0.5136
5942,4219,1,2,10,18,17,106,1489,75,5,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,2024-05-01,1356821,0.2861,234.3889,4.3794,-4.408,-0.6013
5787,4141,1,2,14,11,20,90,1423,80,5,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,2024-06-01,1356821,0.3456,197.1905,4.2651,-2.6085,-0.3971
