total_items,amoxicillin,azithromycin,cephalosporins,clarithromycin,clindamycin,co_amoxiclav,erythromycin,metronidazole,phenoxymethylpenicillin,tetracyclines,icb_name,month,population,f1_coamox_rate,f2_amox_coamox_ratio,f3_items_per_1000,f4_mom_change,f5_coamox_zscore
7394,4740,2,10,31,43,22,158,2297,66,25,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2024-02-01,1953400,0.2975,206.087,3.7852,-8.0463,-0.4827
7424,4836,9,7,32,61,19,151,2251,33,25,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2024-03-01,1953400,0.2559,241.8,3.8006,0.4057,-0.6145
7791,5137,7,9,28,60,24,152,2306,55,13,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2024-04-01,1953400,0.308,205.48,3.9884,4.9434,-0.5057
7613,4943,9,7,35,62,18,155,2288,79,17,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2024-05-01,1953400,0.2364,260.1579,3.8973,-2.2847,-0.8025
7108,4556,10,7,27,55,34,142,2182,79,16,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2024-06-01,1953400,0.4783,130.1714,3.6388,-6.6334,0.1151
7677,4899,5,9,23,70,35,134,2380,108,14,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2024-07-01,1953400,0.4559,136.0833,3.9301,8.0051,-0.0087
6894,4390,2,7,21,50,16,142,2127,124,15,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2024-08-01,1953400,0.2321,258.2353,3.5292,-10.1993,-0.8179
7140,4533,4,5,20,53,31,143,2215,120,16,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2024-09-01,1953400,0.4342,141.6562,3.6552,3.5683,-0.0356
7709,4968,7,6,18,65,23,146,2343,122,11,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2024-10-01,1953400,0.2984,207.0,3.9465,7.9692,-0.5967
7339,4705,10,5,18,58,22,132,2237,129,23,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2024-11-01,1953400,0.2998,204.5652,3.757,-4.7996,-0.5183
7471,4761,3,17,26,59,32,138,2269,147,19,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2024-12-01,1953400,0.4283,144.2727,3.8246,1.7986,-0.0395
7630,4956,7,14,28,31,31,121,2320,112,10,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2025-01-01,1953400,0.4063,154.875,3.906,2.1282,-0.0743
6836,4331,8,4,12,44,20,118,2172,105,22,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2025-02-01,1953400,0.2926,206.2381,3.4995,-10.4063,-0.7779
7341,4722,13,14,19,46,25,116,2275,91,20,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2025-03-01,1953400,0.3406,181.6154,3.7581,7.3874,-0.3203
7433,4754,11,15,16,57,21,109,2356,84,10,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2025-04-01,1953400,0.2825,216.0909,3.8052,1.2532,-0.4689
7332,4707,12,10,21,56,20,110,2325,58,13,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2025-05-01,1953400,0.2728,224.1429,3.7535,-1.3588,-0.6037
7879,5075,9,15,25,58,19,120,2484,64,10,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2025-06-01,1953400,0.2411,253.75,4.0335,7.4604,-0.6887
7791,4992,7,7,15,42,28,118,2492,76,14,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2025-07-01,1953400,0.3594,172.1379,3.9884,-1.1169,-0.3618
7132,4499,10,2,16,55,18,120,2338,61,13,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2025-08-01,1953400,0.2524,236.7895,3.6511,-8.4585,-0.6405
7797,4960,7,10,23,55,25,136,2511,57,13,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2025-09-01,1953400,0.3206,190.7692,3.9915,9.3242,-0.3462
7753,4991,9,5,22,51,24,123,2441,73,14,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2025-10-01,1953400,0.3096,199.64,3.969,-0.5643,-0.2503
7280,4687,9,3,21,54,22,132,2263,78,11,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2025-11-01,1953400,0.3022,203.7826,3.7268,-6.1009,-0.5374
7816,5030,15,2,23,47,29,123,2455,76,16,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2025-12-01,1953400,0.371,167.6667,4.0012,7.3626,-0.3457
7810,4921,13,3,22,50,28,126,2515,117,15,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2026-01-01,1953400,0.3585,169.6897,3.9982,-0.0768,-0.3454
7315,4648,10,0,19,62,22,121,2308,108,17,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2026-02-01,1953400,0.3008,202.087,3.7448,-6.338,-0.5329
5997,3922,15,2,24,25,37,182,1725,61,4,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2022-01-01,1685800,0.617,103.2105,3.5574,0.0,0.6971
5843,3837,12,5,23,29,36,160,1672,61,8,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2022-02-01,1685800,0.6161,103.7027,3.466,-2.568,0.6928
6567,4323,11,5,24,27,48,202,1873,48,6,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2022-03-01,1685800,0.7309,88.2245,3.8955,12.3909,1.2159
5534,3635,13,2,20,22,25,161,1590,60,6,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2022-04-01,1685800,0.4518,139.8077,3.2827,-15.7302,0.0658
6118,4087,16,7,30,33,40,176,1658,68,3,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2022-05-01,1685800,0.6538,99.6829,3.6291,10.5529,0.9985
5704,3830,11,7,32,24,45,162,1539,51,3,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2022-06-01,1685800,0.7889,83.2609,3.3836,-6.7669,1.8354
5462,3677,14,4,13,26,31,155,1497,38,7,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2022-07-01,1685800,0.5676,114.9062,3.24,-4.2426,0.6079
5311,3568,16,6,15,18,33,148,1486,19,2,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2022-08-01,1685800,0.6214,104.9412,3.1504,-2.7646,1.0932
5418,3761,5,0,6,21,29,159,1418,12,7,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2022-09-01,1685800,0.5353,125.3667,3.2139,2.0147,0.3793
5623,3863,8,5,18,21,50,150,1485,21,2,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2022-10-01,1685800,0.8892,75.7451,3.3355,3.7837,1.6686
5658,3913,12,0,24,28,25,127,1503,25,1,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2022-11-01,1685800,0.4419,150.5,3.3563,0.6224,0.12
5374,3668,10,3,18,48,29,161,1411,25,1,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2022-12-01,1685800,0.5396,122.2667,3.1878,-5.0194,0.3329
5894,4010,9,2,20,31,36,147,1619,15,5,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2023-01-01,1685800,0.6108,108.3784,3.4963,9.6762,0.7895
5271,3600,9,4,16,23,23,129,1442,21,4,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2023-02-01,1685800,0.4363,150.0,3.1267,-10.5701,0.1556
6134,4166,5,7,20,36,56,149,1660,31,4,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2023-03-01,1685800,0.9129,73.0877,3.6386,16.3726,1.8572
5028,3466,10,1,21,27,49,119,1309,19,7,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2023-04-01,1685800,0.9745,69.32,2.9826,-18.0306,1.9075
5533,3759,4,0,27,34,43,142,1504,15,5,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2023-05-01,1685800,0.7772,85.4318,3.2821,10.0438,1.4787
5744,4009,10,2,18,30,42,148,1461,18,6,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2023-06-01,1685800,0.7312,93.2326,3.4073,3.8135,1.1407
5465,3742,8,2,17,27,36,131,1477,14,11,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2023-07-01,1685800,0.6587,101.1351,3.2418,-4.8572,0.8835
5366,3686,11,3,30,35,46,130,1408,15,2,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2023-08-01,1685800,0.8572,78.4255,3.1831,-1.8115,1.2869
5385,3678,6,6,18,20,21,148,1472,12,4,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2023-09-01,1685800,0.39,167.1818,3.1943,0.3541,-0.1266
5647,3904,5,2,18,22,32,119,1516,25,4,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2023-10-01,1685800,0.5667,118.303,3.3497,4.8654,0.5433
5634,3871,11,3,17,19,25,132,1522,27,7,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2023-11-01,1685800,0.4437,148.8846,3.342,-0.2302,0.0161
5641,3897,7,3,24,32,27,153,1470,27,1,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2023-12-01,1685800,0.4786,139.1786,3.3462,0.1242,0.1234
5682,3852,13,4,12,28,27,148,1554,36,8,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2024-01-01,1685800,0.4752,137.5714,3.3705,0.7268,0.3404
5489,3821,9,1,18,30,22,127,1435,19,7,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2024-02-01,1685800,0.4008,166.1304,3.256,-3.3967,-0.004
5533,3832,8,6,17,32,29,127,1465,13,4,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2024-03-01,1685800,0.5241,127.7333,3.2821,0.8016,0.5172
5635,3919,6,2,17,29,27,155,1460,13,7,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2024-04-01,1685800,0.4791,139.9643,3.3426,1.8435,0.0809
5326,3725,6,7,18,33,24,126,1366,17,4,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2024-05-01,1685800,0.4506,149.0,3.1593,-5.4836,0.0645
5117,3506,4,1,27,21,25,119,1396,16,2,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2024-06-01,1685800,0.4886,134.8462,3.0354,-3.9241,0.1549
5328,3707,7,3,27,24,21,114,1388,33,4,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2024-07-01,1685800,0.3941,168.5,3.1605,4.1235,-0.2194
4973,3393,2,4,20,33,22,121,1325,40,13,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2024-08-01,1685800,0.4424,147.5217,2.9499,-6.6629,-0.079
4952,3460,7,0,22,28,31,106,1264,26,8,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2024-09-01,1685800,0.626,108.125,2.9375,-0.4223,0.5878
5410,3736,11,2,26,26,33,111,1428,31,6,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2024-10-01,1685800,0.61,109.8824,3.2092,9.2488,0.6497
5201,3628,4,1,22,25,30,114,1332,40,5,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2024-11-01,1685800,0.5768,117.0323,3.0852,-3.8632,0.632
5204,3538,9,4,21,37,27,115,1409,41,3,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2024-12-01,1685800,0.5188,126.3571,3.087,0.0577,0.263
5427,3718,11,2,16,31,28,127,1451,37,6,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2025-01-01,1685800,0.5159,128.2069,3.2192,4.2852,0.3464
4793,3293,17,2,13,25,23,115,1275,25,5,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2025-02-01,1685800,0.4799,137.2083,2.8432,-11.6823,-0.1096
4954,3374,9,3,15,31,22,111,1353,28,8,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2025-03-01,1685800,0.4441,146.6957,2.9387,3.3591,-0.0064
4941,3431,7,3,15,35,33,131,1255,28,3,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2025-04-01,1685800,0.6679,100.9118,2.931,-0.2624,0.9499
5021,3445,6,6,14,23,20,101,1363,35,8,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2025-05-01,1685800,0.3983,164.0476,2.9784,1.6191,-0.1712
5001,3416,6,1,24,24,23,102,1346,52,7,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2025-06-01,1685800,0.4599,142.3333,2.9665,-0.3983,0.0817
5126,3533,8,3,16,31,24,94,1369,41,7,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2025-07-01,1685800,0.4682,141.32,3.0407,2.4995,0.0397
4746,3250,2,1,12,31,24,94,1305,22,5,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2025-08-01,1685800,0.5057,130.0,2.8153,-7.4132,0.1809
5118,3487,5,2,16,35,16,96,1414,40,7,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2025-09-01,1685800,0.3126,205.1176,3.0359,7.8382,-0.3715
5377,3705,6,2,15,27,22,115,1451,30,4,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2025-10-01,1685800,0.4092,161.087,3.1896,5.0606,0.061
4876,3332,7,6,11,24,24,103,1335,31,3,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2025-11-01,1685800,0.4922,133.28,2.8924,-9.3175,0.1514
5047,3487,5,1,16,23,25,114,1333,39,4,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2025-12-01,1685800,0.4953,134.1154,2.9938,3.507,0.0429
5190,3544,2,3,13,26,20,105,1418,53,6,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2026-01-01,1685800,0.3854,168.7619,3.0787,2.8334,-0.2427
4771,3305,4,3,17,23,13,79,1285,36,6,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,2026-02-01,1685800,0.2725,236.0714,2.8301,-8.0732,-0.6523
5899,4117,7,1,7,20,13,129,1561,36,8,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2022-01-01,1476900,0.2204,294.0714,3.9942,0.0,-0.8342
5890,3996,8,4,21,34,17,142,1604,55,9,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2022-02-01,1476900,0.2886,222.0,3.9881,-0.1526,-0.5983
6654,4479,10,1,19,35,22,177,1832,70,9,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2022-03-01,1476900,0.3306,194.7391,4.5054,12.9711,-0.5185
5267,3629,9,0,11,29,21,127,1374,61,6,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2022-04-01,1476900,0.3987,164.9545,3.5663,-20.8446,-0.2063
5760,3932,6,1,10,52,15,122,1563,53,6,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2022-05-01,1476900,0.2604,245.75,3.9001,9.3602,-0.7396
5438,3781,4,2,17,38,14,124,1400,55,3,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2022-06-01,1476900,0.2574,252.0667,3.682,-5.5903,-0.6464
5006,3432,4,0,14,31,20,99,1346,55,5,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2022-07-01,1476900,0.3995,163.4286,3.3895,-7.9441,-0.1532
5297,3654,4,2,8,40,23,130,1375,53,8,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2022-08-01,1476900,0.4342,152.25,3.5866,5.813,0.1474
5263,3546,11,5,12,30,18,133,1452,50,6,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2022-09-01,1476900,0.342,186.6316,3.5635,-0.6419,-0.3894
4994,3426,2,3,6,32,12,122,1341,44,6,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2022-10-01,1476900,0.2403,263.5385,3.3814,-5.1112,-0.7753
5363,3597,6,2,10,25,25,126,1517,51,4,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2022-11-01,1476900,0.4662,138.3462,3.6313,7.3889,0.2458
5797,3876,7,5,19,44,18,149,1611,58,10,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2022-12-01,1476900,0.3105,204.0,3.9251,8.0925,-0.536
5707,3816,2,4,11,42,17,137,1618,50,10,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2023-01-01,1476900,0.2979,212.0,3.8642,-1.5525,-0.5116
5202,3433,7,3,6,34,15,112,1521,65,6,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2023-02-01,1476900,0.2884,214.5625,3.5222,-8.8488,-0.438
6193,4027,4,0,16,42,24,141,1879,53,7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2023-03-01,1476900,0.3875,161.08,4.1932,19.0504,-0.1991
4975,3222,2,0,15,36,16,137,1481,59,7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2023-04-01,1476900,0.3216,189.5294,3.3685,-19.6674,-0.4939
5438,3609,9,1,11,40,13,132,1561,56,6,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2023-05-01,1476900,0.2391,257.7857,3.682,9.3065,-0.8328
5142,3431,5,2,12,36,21,122,1468,40,5,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2023-06-01,1476900,0.4084,155.9545,3.4816,-5.4432,-0.0505
5302,3545,2,3,15,35,10,126,1509,54,3,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2023-07-01,1476900,0.1886,322.2727,3.59,3.1116,-0.9935
5210,3474,4,1,10,34,16,117,1503,45,6,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2023-08-01,1476900,0.3071,204.3529,3.5277,-1.7352,-0.5307
5251,3585,2,1,12,35,13,97,1472,29,5,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2023-09-01,1476900,0.2476,256.0714,3.5554,0.7869,-0.6687
5553,3737,4,3,5,31,15,122,1583,49,4,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2023-10-01,1476900,0.2701,233.5625,3.7599,5.7513,-0.6587
5528,3767,2,2,3,34,22,105,1542,42,9,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2023-11-01,1476900,0.398,163.7826,3.743,-0.4502,-0.1566
5263,3571,4,1,12,31,10,127,1453,48,6,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2023-12-01,1476900,0.19,324.6364,3.5635,-4.7938,-1.0341
5886,3998,4,4,11,38,15,134,1614,54,14,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2024-01-01,1476900,0.2548,249.875,3.9854,11.8374,-0.6955
5690,3834,2,2,10,28,17,142,1598,44,13,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2024-02-01,1476900,0.2988,213.0,3.8527,-3.3299,-0.4767
5408,3605,4,1,8,28,21,106,1570,54,11,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2024-03-01,1476900,0.3883,163.8636,3.6617,-4.9561,-0.0558
5469,3735,3,3,13,33,23,125,1455,70,9,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2024-04-01,1476900,0.4206,155.625,3.703,1.128,-0.1197
5556,3715,3,3,14,38,30,128,1560,61,4,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2024-05-01,1476900,0.54,119.8387,3.7619,1.5908,0.4264
4855,3292,4,1,9,33,25,119,1330,38,4,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2024-06-01,1476900,0.5149,126.6154,3.2873,-12.617,0.2564
5577,3796,2,2,12,23,27,105,1552,54,4,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2024-07-01,1476900,0.4841,135.5714,3.7762,14.8713,0.0875
5142,3424,5,0,13,28,17,121,1467,62,5,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2024-08-01,1476900,0.3306,190.2222,3.4816,-7.7999,-0.4718
5602,3744,4,1,13,29,23,128,1594,60,6,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2024-09-01,1476900,0.4106,156.0,3.7931,8.9459,-0.1123
5909,3981,6,2,23,36,20,113,1634,87,7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2024-10-01,1476900,0.3385,189.5714,4.0009,5.4802,-0.4363
5266,3536,4,2,16,31,20,102,1482,66,7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2024-11-01,1476900,0.3798,168.381,3.5656,-10.8817,-0.1861
5659,3815,2,3,30,36,35,114,1543,72,9,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2024-12-01,1476900,0.6185,105.9722,3.8317,7.463,0.5963
5600,3787,2,0,18,32,25,106,1529,89,12,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2025-01-01,1476900,0.4464,145.6538,3.7917,-1.0426,0.0796
5240,3471,4,2,18,39,24,92,1509,75,6,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2025-02-01,1476900,0.458,138.84,3.548,-6.4286,-0.1877
5492,3586,1,2,21,36,36,94,1604,101,11,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2025-03-01,1476900,0.6555,96.9189,3.7186,4.8092,0.6346
5048,3372,1,2,20,28,23,91,1423,82,6,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2025-04-01,1476900,0.4556,140.5,3.418,-8.0845,0.1683
5319,3630,3,5,28,39,19,95,1419,73,8,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2025-05-01,1476900,0.3572,181.5,3.6015,5.3685,-0.3128
5053,3346,5,2,28,33,17,85,1447,77,13,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2025-06-01,1476900,0.3364,185.8889,3.4214,-5.0009,-0.3532
5356,3612,2,1,29,33,16,74,1509,71,9,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2025-07-01,1476900,0.2987,212.4706,3.6265,5.9964,-0.5858
4673,3135,1,0,23,45,20,79,1303,61,6,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2025-08-01,1476900,0.428,149.2857,3.1641,-12.7521,-0.071
5121,3470,3,1,24,43,17,86,1404,71,2,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2025-09-01,1476900,0.332,192.7778,3.4674,9.587,-0.3101
5653,3779,2,1,38,39,20,96,1569,101,8,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2025-10-01,1476900,0.3538,179.9524,3.8276,10.3886,-0.1122
5370,3592,2,1,33,40,19,94,1483,99,7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2025-11-01,1476900,0.3538,179.6,3.636,-5.0062,-0.3504
5464,3667,4,2,28,51,28,79,1498,101,6,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2025-12-01,1476900,0.5124,126.4483,3.6996,1.7505,0.0964
5429,3674,4,0,25,50,17,72,1471,112,4,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2026-01-01,1476900,0.3131,204.1111,3.6759,-0.6406,-0.5186
5094,3468,1,6,26,40,25,73,1354,96,5,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,2026-02-01,1476900,0.4908,133.3846,3.4491,-6.1706,0.2686
4612,3129,0,6,5,15,33,125,1237,55,7,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,2022-01-01,1137100,0.7155,92.0294,4.0559,0.0,1.0775
4599,3119,0,6,15,10,20,119,1265,34,11,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,2022-02-01,1137100,0.4349,148.5238,4.0445,-0.2819,-0.0216
5495,3721,0,6,21,13,47,146,1506,21,14,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,2022-03-01,1137100,0.8553,77.5208,4.8325,19.4825,1.7549
4716,3149,0,5,12,13,36,110,1366,21,4,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,2022-04-01,1137100,0.7634,85.1081,4.1474,-14.1765,1.6624
4798,3250,1,4,11,12,30,106,1338,42,4,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,2022-05-01,1137100,0.6253,104.8387,4.2195,1.7388,0.8726
4559,3128,0,6,15,12,22,107,1210,50,9,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,2022-06-01,1137100,0.4826,136.0,4.0093,-4.9812,0.4052
4546,3107,1,5,10,12,34,101,1231,39,6,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,2022-07-01,1137100,0.7479,88.7714,3.9979,-0.2852,1.4243
4560,3135,0,12,18,10,34,107,1218,21,5,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,2022-08-01,1137100,0.7456,89.5714,4.0102,0.308,1.7207
4729,3257,0,10,11,14,31,108,1267,26,5,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,2022-09-01,1137100,0.6555,101.7812,4.1588,3.7061,0.8573
4758,3240,0,3,11,16,26,82,1345,28,7,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,2022-10-01,1137100,0.5464,120.0,4.1843,0.6132,0.3775
4910,3355,1,2,19,21,20,89,1365,34,4,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,2022-11-01,1137100,0.4073,159.7619,4.318,3.1946,-0.059
4780,3262,0,7,18,20,36,109,1300,22,6,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,2022-12-01,1137100,0.7531,88.1622,4.2037,-2.6477,1.1427
4596,3103,4,9,17,23,26,109,1271,25,9,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,2023-01-01,1137100,0.5657,114.9259,4.0419,-3.8494,0.6019
4256,2901,0,4,15,11,21,78,1194,24,8,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,2023-02-01,1137100,0.4934,131.8636,3.7429,-7.3977,0.3848
4773,3212,2,10,20,12,20,89,1363,39,6,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,2023-03-01,1137100,0.419,152.9524,4.1975,12.1476,-0.0758
3986,2727,0,2,15,17,24,70,1102,22,7,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,2023-04-01,1137100,0.6021,109.08,3.5054,-16.4886,0.5378
3989,2763,0,2,11,15,26,99,1032,32,9,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,2023-05-01,1137100,0.6518,102.3333,3.508,0.0753,0.94
4340,2973,1,7,7,11,28,94,1178,37,4,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,2023-06-01,1137100,0.6452,102.5172,3.8167,8.7992,0.8234
4271,2844,0,6,18,14,37,87,1228,32,5,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,2023-07-01,1137100,0.8663,74.8421,3.756,-1.5899,1.7123
4393,2942,1,1,22,14,51,116,1194,45,7,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,2023-08-01,1137100,1.1609,56.5769,3.8633,2.8565,2.2904
4169,2812,0,4,13,15,43,93,1148,36,5,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,2023-09-01,1137100,1.0314,63.9091,3.6663,-5.099,2.3155
4361,2964,0,7,17,10,27,101,1171,59,5,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,2023-10-01,1137100,0.6191,105.8571,3.8352,4.6054,0.7557
