total_items,amoxicillin,azithromycin,cephalosporins,clarithromycin,clindamycin,co_amoxiclav,erythromycin,metronidazole,phenoxymethylpenicillin,tetracyclines,icb_name,month
1588,1077,2,1,4,2,9,27,454,12,0,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,2023-10-01
1734,1153,2,2,8,11,13,26,513,6,0,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,2023-11-01
1762,1193,2,0,13,5,19,29,492,7,2,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,2023-12-01
1849,1249,1,0,6,7,14,43,516,13,0,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,2024-01-01
1787,1236,1,0,7,8,13,26,476,19,1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,2024-02-01
1674,1145,1,0,5,11,13,24,458,15,2,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,2024-03-01
1710,1148,1,0,8,7,12,44,479,10,1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,2024-04-01
1711,1162,3,0,14,10,8,27,475,10,2,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,2024-05-01
1622,1093,1,0,8,11,10,26,454,18,1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,2024-06-01
1641,1008,1,0,13,5,11,26,479,96,2,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,2024-07-01
1430,913,1,0,6,5,10,33,380,81,1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,2024-08-01
1367,874,0,0,11,6,6,32,380,58,0,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,2024-09-01
1583,1006,0,0,10,8,8,21,447,82,1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,2024-10-01
1608,1033,1,0,19,12,5,19,425,91,3,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,2024-11-01
1512,1008,0,0,12,9,8,20,381,72,2,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,2024-12-01
1578,1006,0,0,8,15,3,25,449,72,0,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,2025-01-01
1496,929,1,0,15,11,13,19,441,67,0,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,2025-02-01
1675,1064,2,1,17,11,4,27,465,84,0,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,2025-03-01
1470,975,0,0,9,7,4,24,392,58,1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,2025-04-01
1526,983,1,0,7,8,8,26,420,73,0,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,2025-05-01
1511,989,1,0,8,12,7,26,382,85,1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,2025-06-01
1574,1035,0,0,11,5,5,30,411,76,1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,2025-07-01
1450,939,0,0,24,7,4,14,372,88,2,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,2025-08-01
1620,1052,1,0,17,11,3,27,411,96,2,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,2025-09-01
1562,1034,1,1,11,11,6,22,391,82,3,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,2025-10-01
1540,978,0,0,16,4,8,15,405,111,3,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,2025-11-01
1618,1060,0,0,9,11,11,25,395,106,1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,2025-12-01
1573,1019,1,0,11,7,8,26,408,92,1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,2026-01-01
1421,924,1,0,14,0,5,20,361,95,1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,2026-02-01
13887,9329,1,9,56,60,58,222,3943,194,15,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,2022-01-01
13733,9064,5,14,40,49,70,234,4035,202,20,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,2022-02-01
15874,10565,2,10,35,56,75,266,4648,182,35,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,2022-03-01
13255,8750,1,11,52,62,65,228,3850,210,26,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,2022-04-01
14264,9464,1,14,58,53,60,249,4130,206,29,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,2022-05-01
13499,8987,0,9,53,41,45,192,3943,204,25,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,2022-06-01
13142,8725,2,18,45,45,52,218,3822,193,22,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,2022-07-01
13181,8739,0,13,35,57,58,188,3876,194,21,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,2022-08-01
13909,9217,1,15,37,41,65,200,4169,152,12,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,2022-09-01
13906,9183,1,14,32,46,100,199,4100,216,15,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,2022-10-01
14371,9472,2,10,51,52,84,201,4245,238,16,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,2022-11-01
13967,9111,0,16,46,41,89,248,4142,261,13,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,2022-12-01
13876,9063,2,14,41,42,68,162,4208,254,22,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,2023-01-01
12994,8548,2,19,33,45,61,187,3840,239,20,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,2023-02-01
14973,9981,4,18,40,48,73,207,4335,236,31,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,2023-03-01
11988,8015,4,8,37,30,47,172,3405,253,17,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,2023-04-01
13487,8945,4,11,45,45,63,202,3899,246,27,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,2023-05-01
13456,8927,4,17,38,57,54,187,3910,239,23,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,2023-06-01
13467,9002,3,11,30,58,54,182,3878,226,23,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,2023-07-01
13069,8659,2,18,55,44,54,151,3835,237,14,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,2023-08-01
13194,8889,4,11,38,41,50,206,3701,235,19,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,2023-09-01
13631,9041,0,14,42,45,53,189,3985,230,32,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,2023-10-01
13762,9175,2,14,44,51,45,185,3946,270,30,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,2023-11-01
13149,8676,3,11,41,44,56,188,3872,235,23,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,2023-12-01
14072,9302,2,15,61,47,48,198,4136,236,27,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,2024-01-01
13120,8649,7,8,48,56,60,179,3841,239,33,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,2024-02-01
13340,8789,4,10,55,58,68,176,3936,223,21,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,2024-03-01
12786,8387,3,9,44,58,63,176,3771,252,23,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,2024-04-01
12868,8612,4,11,29,54,48,169,3780,141,20,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,2024-05-01
12286,8209,4,11,31,37,43,133,3618,177,23,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,2024-06-01
13211,8734,3,12,37,57,64,157,3912,223,12,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,2024-07-01
12257,8164,5,15,31,47,57,155,3581,182,20,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,2024-08-01
12706,8500,5,8,49,37,46,189,3663,193,16,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,2024-09-01
13574,9028,2,17,44,46,69,135,3945,277,11,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,2024-10-01
12412,8236,0,11,35,43,52,157,3604,263,11,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,2024-11-01
12709,8458,2,9,43,53,35,149,3672,273,15,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,2024-12-01
13416,8945,5,16,37,48,44,148,3867,280,26,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,2025-01-01
12250,8069,6,11,43,46,46,158,3621,235,15,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,2025-02-01
12607,8446,4,11,58,67,43,135,3568,253,22,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,2025-03-01
11976,8124,5,13,51,34,52,140,3311,231,15,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,2025-04-01
12658,8463,5,6,31,45,46,173,3670,202,17,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,2025-05-01
12506,8331,4,12,50,51,62,158,3559,265,14,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,2025-06-01
12875,8637,4,10,45,44,60,146,3645,264,20,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,2025-07-01
11650,7668,8,3,37,56,43,167,3387,268,13,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,2025-08-01
14646,9772,15,10,51,60,60,202,4200,258,18,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,2025-09-01
13765,9248,8,22,55,74,48,134,3784,366,26,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,2025-10-01
12855,8583,11,8,41,51,63,145,3620,323,10,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,2025-11-01
13411,9011,7,7,55,59,58,148,3666,376,24,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,2025-12-01
14066,9290,10,14,40,62,73,126,4035,398,18,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,2026-01-01
13110,8714,15,7,59,46,98,145,3661,349,16,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,2026-02-01
8171,5400,10,6,27,103,68,210,2237,91,19,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,2022-01-01
7589,4960,13,6,30,79,53,202,2127,96,23,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,2022-02-01
8469,5638,12,9,34,93,62,217,2318,69,17,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,2022-03-01
7581,4979,9,14,27,84,59,180,2117,100,12,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,2022-04-01
7678,5043,6,7,34,113,54,186,2143,71,21,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,2022-05-01
7468,4837,9,16,24,84,56,189,2135,104,14,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,2022-06-01
7333,4749,9,7,28,88,50,211,2104,71,16,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,2022-07-01
6852,4505,8,6,28,68,47,183,1918,62,27,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,2022-08-01
7386,4802,5,3,32,74,88,197,2080,88,17,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,2022-09-01
7715,4965,6,5,22,78,86,184,2311,44,14,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,2022-10-01
7788,5049,9,7,36,65,65,203,2234,102,18,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,2022-11-01
7879,4968,11,4,45,75,100,227,2365,65,19,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,2022-12-01
7761,4939,13,9,28,78,107,176,2309,87,15,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,2023-01-01
6964,4440,11,7,24,56,72,183,2072,70,29,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,2023-02-01
7980,5226,13,15,30,77,80,179,2263,71,26,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,2023-03-01
6434,4191,11,9,31,72,61,141,1832,69,17,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,2023-04-01
7464,4904,16,12,34,85,53,202,2055,82,21,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,2023-05-01
6938,4542,22,7,32,82,73,140,1964,63,13,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,2023-06-01
6924,4578,20,9,26,81,48,177,1913,48,24,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,2023-07-01
6977,4472,28,13,45,86,82,130,2032,81,8,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,2023-08-01
6720,4509,15,15,48,79,50,175,1764,59,6,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,2023-09-01
6838,4538,22,14,51,64,55,137,1877,71,9,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,2023-10-01
6788,4418,17,10,61,70,52,152,1931,65,12,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,2023-11-01
6795,4509,17,23,38,92,47,152,1837,69,11,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,2023-12-01
7235,4641,12,11,54,72,52,174,2133,71,15,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,2024-01-01
6751,4434,14,11,49,94,43,134,1872,82,18,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,2024-02-01
6835,4417,21,7,42,82,41,136,2002,66,21,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,2024-03-01
6485,4225,9,12,48,85,44,129,1832,94,7,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,2024-04-01
6823,4486,5,7,45,86,53,121,1918,86,16,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,2024-05-01
6198,4047,11,9,37,75,44,120,1779,63,13,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,2024-06-01
6817,4438,11,12,45,63,36,116,1989,94,13,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,2024-07-01
6355,4243,5,9,38,74,37,120,1735,75,19,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,2024-08-01
6387,4255,5,14,44,77,28,111,1762,76,15,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,2024-09-01
6747,4437,10,10,52,78,38,117,1918,78,9,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,2024-10-01
6086,4081,13,4,46,79,28,107,1651,62,15,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,2024-11-01
6160,4221,10,5,39,83,28,110,1568,84,12,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,2024-12-01
6316,4301,6,3,42,90,28,115,1639,84,8,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,2025-01-01
5627,3794,6,5,33,61,48,97,1495,66,22,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,2025-02-01
6029,4062,5,8,47,92,35,92,1619,60,9,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,2025-03-01
5956,3983,8,7,38,73,29,101,1650,52,15,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,2025-04-01
5966,3949,3,10,48,77,33,86,1678,70,12,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,2025-05-01
5946,3961,5,6,44,88,32,74,1662,64,10,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,2025-06-01
6348,4205,7,2,49,89,49,92,1779,66,10,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,2025-07-01
6125,4074,1,8,62,61,35,72,1727,67,18,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,2025-08-01
6543,4327,1,8,54,91,53,102,1836,63,8,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,2025-09-01
6611,4333,8,2,64,67,47,76,1925,76,13,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,2025-10-01
6214,4076,5,4,64,84,17,82,1797,72,13,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,2025-11-01
7128,4660,11,6,102,97,36,91,2048,58,19,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,2025-12-01
6727,4444,13,2,76,83,35,77,1916,71,10,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,2026-01-01
6537,4341,16,7,75,87,47,71,1810,72,11,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,2026-02-01
2871,1764,1,1,8,14,12,51,985,32,3,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,2022-01-01
2816,1722,0,3,17,13,12,55,952,38,4,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,2022-02-01
3307,2056,0,2,19,14,21,90,1047,49,9,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,2022-03-01
2780,1725,0,1,11,15,21,60,917,25,5,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,2022-04-01
2975,1831,0,1,16,14,27,93,950,36,7,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,2022-05-01
2683,1667,2,3,15,5,28,74,840,44,5,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,2022-06-01
2664,1653,3,0,5,11,24,49,879,35,5,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,2022-07-01
2813,1695,2,2,21,15,22,69,903,80,4,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,2022-08-01
2824,1653,3,1,15,16,30,79,952,65,10,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,2022-09-01
2891,1759,2,2,10,17,37,69,925,62,8,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,2022-10-01
2870,1770,2,1,9,16,22,76,911,55,8,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,2022-11-01
2727,1679,4,1,16,8,28,74,875,38,4,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,2022-12-01
2756,1711,6,1,17,8,15,68,890,35,5,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,2023-01-01
2511,1617,15,0,14,11,8,54,746,40,6,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,2023-02-01
2975,1850,6,0,20,20,15,62,944,53,5,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,2023-03-01
2385,1481,4,5,8,7,19,67,734,49,11,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,2023-04-01
2494,1573,9,3,15,10,24,59,773,19,9,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,2023-05-01
2376,1468,13,1,7,9,18,59,744,47,10,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,2023-06-01
2192,1404,8,1,3,13,10,41,656,50,6,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,2023-07-01
2407,1501,4,0,13,5,13,65,752,50,4,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,2023-08-01
2301,1481,4,0,10,8,7,38,709,39,5,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,2023-09-01
2315,1430,11,0,9,8,8,49,744,51,5,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,2023-10-01
2428,1492,13,0,13,8,13,55,769,61,4,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,2023-11-01
2482,1531,2,0,15,9,13,42,804,59,7,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,2023-12-01
2724,1731,5,3,17,13,11,58,810,71,5,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,2024-01-01
2463,1572,9,3,14,9,4,55,724,70,3,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,2024-02-01
2397,1572,6,3,9,13,8,41,682,58,5,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,2024-03-01
2428,1578,3,0,14,19,13,54,711,32,4,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,2024-04-01
2401,1489,5,3,8,11,23,59,759,42,2,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,2024-05-01
2174,1403,5,0,17,10,14,43,631,43,8,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,2024-06-01
2394,1517,3,0,11,17,17,46,740,37,6,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,2024-07-01
2202,1429,7,2,9,13,20,40,647,31,4,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,2024-08-01
2230,1472,8,1,12,8,14,44,627,41,3,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,2024-09-01
2454,1603,8,0,18,7,19,42,716,38,3,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,2024-10-01
2305,1513,10,4,8,9,8,39,673,32,9,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,2024-11-01
2468,1657,5,5,16,14,5,54,650,52,10,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,2024-12-01
2459,1569,9,1,12,16,15,58,731,39,9,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,2025-01-01
2325,1519,26,0,13,12,16,54,646,31,8,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,2025-02-01
2303,1462,12,1,12,7,11,57,688,45,8,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,2025-03-01
2197,1420,7,0,14,12,12,46,616,58,12,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,2025-04-01
2284,1435,11,0,12,14,16,50,665,73,8,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,2025-05-01
2352,1540,12,1,11,16,13,49,636,64,10,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,2025-06-01
2463,1592,8,1,8,14,18,57,712,48,5,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,2025-07-01
2268,1449,1,0,9,16,10,68,657,52,6,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,2025-08-01
2602,1700,3,1,9,12,22,59,726,59,11,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,2025-09-01
2537,1626,4,1,11,19,15,58,737,58,8,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,2025-10-01
2275,1442,0,1,12,17,17,52,674,52,8,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,2025-11-01
2816,1819,3,1,18,16,17,62,812,57,11,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,2025-12-01
2530,1657,1,1,20,11,22,50,709,43,16,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,2026-01-01
2483,1577,2,1,17,18,24,52,741,40,11,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,2026-02-01
6086,3999,4,2,17,37,27,166,1795,25,14,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,2022-01-01
5943,3896,8,11,25,39,36,182,1708,31,7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,2022-02-01
6969,4565,8,11,36,48,36,200,2031,25,9,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,2022-03-01
5948,3934,4,3,29,30,19,183,1717,16,13,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,2022-04-01
6446,4296,7,9,35,52,23,176,1815,23,10,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,2022-05-01
5909,3860,8,7,35,46,19,159,1735,32,8,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,2022-06-01
5638,3709,7,9,40,41,29,156,1609,27,11,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,2022-07-01
5681,3741,6,9,50,46,21,151,1613,32,12,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,2022-08-01
5817,3769,9,7,33,45,25,156,1734,26,13,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,2022-09-01
5945,3918,7,7,27,61,15,155,1714,29,12,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,2022-10-01
6068,3959,14,12,38,40,17,178,1756,41,13,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,2022-11-01
6179,4051,7,10,47,43,20,177,1758,52,14,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,2022-12-01
6106,4114,7,10,27,47,21,153,1696,25,6,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,2023-01-01
5567,3677,8,5,27,37,20,152,1613,21,7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,2023-02-01
6755,4499,15,12,34,37,22,165,1929,36,6,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,2023-03-01
5231,3403,10,8,25,30,21,143,1563,23,5,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,2023-04-01
5726,3813,11,3,37,43,22,152,1605,33,7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,2023-05-01
5584,3648,14,7,35,39,17,160,1630,27,7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,2023-06-01
5476,3649,13,6,27,34,19,127,1549,43,9,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,2023-07-01
5516,3625,14,5,31,20,28,149,1620,16,8,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,2023-08-01
5203,3518,5,7,36,25,14,119,1450,21,8,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,2023-09-01
5432,3638,13,6,31,25,32,110,1543,26,8,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,2023-10-01
5835,3921,18,5,19,37,23,135,1649,22,6,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,2023-11-01
5799,3868,12,9,35,28,24,165,1620,27,11,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,2023-12-01
5787,3814,10,4,41,19,20,131,1700,38,10,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,2024-01-01
