total_items,amoxicillin,azithromycin,cephalosporins,clarithromycin,clindamycin,co_amoxiclav,erythromycin,metronidazole,phenoxymethylpenicillin,tetracyclines,icb_name,month,population,f1_coamox_rate,f2_amox_coamox_ratio,f3_items_per_1000,f4_mom_change,f5_coamox_zscore,anomaly_score,anomaly_flag,is_anomaly,guideline_coamox_flag,guideline_ratio_flag,guideline_volume_flag,any_guideline_flag,shap_f1_coamox_rate,shap_f2_amox_coamox_ratio,shap_f3_items_per_1000,shap_f4_mom_change,shap_f5_coamox_zscore
2352,1540,12,1,11,16,13,49,636,64,10,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,2025-06-01,787980,0.5527,110.0,2.9848,2.9772,0.4085,0.161575440809838,1,0,0,0,0,0,0.11575395476327989,0.3080725979697056,0.4024656323712821,0.3954889484959944,0.09869950527190069
2463,1592,8,1,8,14,18,57,712,48,5,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,2025-07-01,787980,0.7308,83.7895,3.1257,4.7194,1.0087,0.12268005866991766,1,0,0,0,0,0,-0.32062838912459096,-0.008610306212792676,0.4562598218745881,0.20703987752421732,-0.39115135257179817
2268,1449,1,0,9,16,10,68,657,52,6,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,2025-08-01,787980,0.4409,131.7273,2.8782,-7.9172,-0.0292,0.15857494566470326,1,0,0,0,0,0,0.22408072612090324,0.33182521000431836,0.31216646549943017,0.006030987191095809,0.33541534218687696
2602,1700,3,1,9,12,22,59,726,59,11,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,2025-09-01,787980,0.8455,73.913,3.3021,14.7266,1.3161,0.04199337290497307,1,0,0,0,0,0,-0.710758346243513,-0.17264374674357064,0.3754537938575816,-1.4406688792545614,-0.6124404449099892
2537,1626,4,1,11,19,15,58,737,58,8,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,2025-10-01,787980,0.5912,101.625,3.2196,-2.4981,0.6297,0.15425183266720388,1,0,0,0,0,0,-0.030907362635489086,0.25018376446152213,0.4435249474539737,0.4414688049826335,-0.053174608266003114
2275,1442,0,1,12,17,17,52,674,52,8,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,2025-11-01,787980,0.7473,80.1111,2.8871,-10.3272,1.0763,0.09726675395065576,1,0,0,0,0,0,-0.3944948503121661,-0.0005247854906077693,0.3161398582679135,-0.3731816070381878,-0.44037151234267957
2816,1819,3,1,18,16,17,62,812,57,11,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,2025-12-01,787980,0.6037,101.0556,3.5737,23.7802,0.3819,0.027421370879924023,1,0,0,0,0,0,-0.17475155483391802,0.1423872020807137,0.30460750138133674,-3.258268907447221,0.01472990821669756
2530,1657,1,1,20,11,22,50,709,43,16,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,2026-01-01,787980,0.8696,72.0435,3.2107,-10.1562,1.6045,0.06908277205777569,1,0,0,0,0,0,-0.8222023025168684,-0.10411761160369823,0.4221555246184962,-0.3367573367227962,-0.9258540649012348
2483,1577,2,1,17,18,24,52,741,40,11,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,2026-02-01,787980,0.9666,63.08,3.1511,-1.8577,2.2758,0.06420713274857298,1,0,1,0,0,1,-1.0319958073980418,-0.23557084734743608,0.4142144248505636,0.3847057620024419,-1.4442728854002786
6086,3999,4,2,17,37,27,166,1795,25,14,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,2022-01-01,1547671,0.4436,142.8214,3.9324,0.0,0.0276,0.17261432549627803,1,0,0,0,0,0,0.28084508394820856,0.3502466356113958,0.2876407789680887,0.5111537726143874,0.3061492831096263
5943,3896,8,11,25,39,36,182,1708,31,7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,2022-02-01,1547671,0.6058,105.2973,3.84,-2.3497,0.6522,0.15367178665274578,1,0,0,0,0,0,-0.018276407594670176,0.2813121552833425,0.3907977493154272,0.46522000153000526,-0.08908548139865842
6969,4565,8,11,36,48,36,200,2031,25,9,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,2022-03-01,1547671,0.5166,123.3784,4.5029,17.264,0.2874,0.08331159639128632,1,0,0,0,0,0,0.12842153131947656,0.36641993219106006,-0.04519633718732162,-1.9576700117212145,0.17620037456401363
5948,3934,4,3,29,30,19,183,1717,16,13,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,2022-04-01,1547671,0.3194,196.7,3.8432,-14.6506,-0.6126,0.12355236090044824,1,0,0,0,0,0,0.3537182271986563,0.2076157813008254,0.3010418824698429,-1.2664417500076046,0.37650355936383295
6446,4296,7,9,35,52,23,176,1815,23,10,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,2022-05-01,1547671,0.3568,179.0,4.165,8.3726,-0.3137,0.15282353379646163,1,0,0,0,0,0,0.30768480860921393,0.19049633788904557,0.20447803360580877,-0.1018848890380577,0.3983513371416442
5909,3860,8,7,35,46,19,159,1735,32,8,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,2022-06-01,1547671,0.3215,193.0,3.818,-8.3307,-0.3471,0.16221879961129493,1,0,0,0,0,0,0.38433774210974847,0.19544220728555364,0.3899343731092614,-0.01302259340948574,0.3876899386773807
5638,3709,7,9,40,41,29,156,1609,27,11,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,2022-07-01,1547671,0.5144,123.6333,3.6429,-4.5862,0.367,0.16806083427248936,1,0,0,0,0,0,0.2235831877876428,0.40271415200863975,0.4282172060279273,0.3205834965293585,0.18810493320919197
5681,3741,6,9,50,46,21,151,1613,32,12,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,2022-08-01,1547671,0.3697,170.0455,3.6707,0.7627,-0.1785,0.17348454176871891,1,0,0,0,0,0,0.32575762047534956,0.21094022757987643,0.46840214513242784,0.4668411771539396,0.2973556361333926
5817,3769,9,7,33,45,25,156,1734,26,13,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,2022-09-01,1547671,0.4298,144.9615,3.7586,2.3939,-0.0403,0.17951780849062798,1,0,0,0,0,0,0.3547611624870883,0.3408802620184411,0.4716760078775856,0.43130861530121084,0.40335489035321254
5945,3918,7,7,27,61,15,155,1714,29,12,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,2022-10-01,1547671,0.2523,244.875,3.8413,2.2004,-0.7301,0.16558623897630775,1,0,0,0,0,0,0.2801336412867781,0.017650653807021594,0.3424999482464506,0.46012544708989933,0.36970817574619286
6068,3959,14,12,38,40,17,178,1756,41,13,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,2022-11-01,1547671,0.2802,219.9444,3.9207,2.069,-0.7165,0.16380481447963635,1,0,0,0,0,0,0.26129732927787636,0.1044224210966472,0.2793695770145257,0.45785808065188244,0.300520942519044
6179,4051,7,10,47,43,20,177,1758,52,14,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,2022-12-01,1547671,0.3237,192.9048,3.9925,1.8293,-0.4859,0.17652242710126298,1,0,0,0,0,0,0.3680270314316085,0.25548483708040015,0.31626070987818977,0.46888739856130135,0.477340631668091
6106,4114,7,10,27,47,21,153,1696,25,6,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,2023-01-01,1547671,0.3439,187.0,3.9453,-1.1814,-0.3203,0.1745453836115255,1,0,0,0,0,0,0.33879332384217337,0.20922476736113127,0.3416084279055935,0.513104318565528,0.407214781953531
5567,3677,8,5,27,37,20,152,1613,21,7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,2023-02-01,1547671,0.3593,175.0952,3.597,-8.8274,-0.1534,0.1514993266735143,1,0,0,0,0,0,0.28639408606846434,0.15928040764541856,0.38100789556182413,-0.16215620549226428,0.2865796990698522
6755,4499,15,12,34,37,22,165,1929,36,6,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,2023-03-01,1547671,0.3257,195.6087,4.3646,21.34,-0.441,0.0600233450200548,1,0,0,0,0,0,0.32939732316659687,0.1459203923234193,0.06715622224559777,-2.9632944501040144,0.3836371235299047
5231,3403,10,8,25,30,21,143,1563,23,5,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,2023-04-01,1547671,0.4015,154.6818,3.3799,-22.5611,-0.2,0.07559300547331832,1,0,0,0,0,0,0.2664948000614727,0.17883560233638326,0.3784206522548593,-2.7092949777843507,0.3161879802595202
5726,3813,11,3,37,43,22,152,1605,33,7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,2023-05-01,1547671,0.3842,165.7826,3.6998,9.4628,-0.2095,0.1613894240549567,1,0,0,0,0,0,0.37557034922603283,0.2980582673699994,0.5116367195154982,-0.23392279016875056,0.3622346954074971
5584,3648,14,7,35,39,17,160,1630,27,7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,2023-06-01,1547671,0.3044,202.6667,3.608,-2.4799,-0.4343,0.18046825318615162,1,0,0,0,0,0,0.384618150688064,0.2185724954980249,0.45321878734649484,0.47683084361872186,0.5057326355061672
5476,3649,13,6,27,34,19,127,1549,43,9,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,2023-07-01,1547671,0.347,182.45,3.5382,-1.9341,-0.3611,0.17681646974714216,1,0,0,0,0,0,0.3370071050359782,0.25884623064726203,0.4327616268391468,0.4689211859518686,0.39980950838490525
5516,3625,14,5,31,20,28,149,1620,16,8,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,2023-08-01,1547671,0.5076,125.0,3.5641,0.7305,0.1317,0.1733741785769088,1,0,0,0,0,0,0.2033751550056196,0.36437825655575595,0.41040147598239796,0.49564319003879537,0.2912762997243591
5203,3518,5,7,36,25,14,119,1450,21,8,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,2023-09-01,1547671,0.2691,234.5333,3.3618,-5.6744,-0.5869,0.1689075178162624,1,0,0,0,0,0,0.3623248113623947,0.009129207567663526,0.4596004715273618,0.31834885467807056,0.4457838152190313
5432,3638,13,6,31,25,32,110,1543,26,8,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,2023-10-01,1547671,0.5891,110.2424,3.5098,4.4013,0.6341,0.1513427252167412,1,0,0,0,0,0,-0.07220336908031674,0.33553017063303725,0.4201965672950116,0.24719466823529357,0.014719306795494696
5835,3921,18,5,19,37,23,135,1649,22,6,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,2023-11-01,1547671,0.3942,163.375,3.7702,7.419,-0.171,0.16858148432947817,1,0,0,0,0,0,0.3804628308758361,0.2716477950513323,0.5073577175373901,0.04470530310083876,0.3786891279200314
5799,3868,12,9,35,28,24,165,1620,27,11,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,2023-12-01,1547671,0.4139,154.72,3.7469,-0.617,-0.1361,0.18067395105397271,1,0,0,0,0,0,0.36767094325411714,0.2730951991425806,0.49842753676048096,0.505073284493862,0.4027240559451527
5787,3814,10,4,41,19,20,131,1700,38,10,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,2024-01-01,1547671,0.3456,181.619,3.7392,-0.2069,-0.2687,0.17272460731627393,1,0,0,0,0,0,0.2938628104533567,0.17930858044487188,0.4975310279480657,0.4907529605180058,0.278791207529712
5540,3594,4,8,42,36,19,144,1657,29,7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,2024-02-01,1547671,0.343,179.7,3.5796,-4.2682,-0.2719,0.1701574264880794,1,0,0,0,0,0,0.3211004022585824,0.2047968103136505,0.47392689972945584,0.35397194535860466,0.2887343252922079
5560,3684,7,7,41,35,12,166,1575,26,7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,2024-03-01,1547671,0.2158,283.3846,3.5925,0.361,-0.7837,0.15705647482050017,1,0,0,0,0,0,0.14357168655954014,-0.21967970206596388,0.44794539207109124,0.5077892576995575,0.27405310260471455
5622,3708,10,2,37,30,26,156,1623,24,6,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,2024-04-01,1547671,0.4625,137.3333,3.6326,1.1151,0.024,0.17508359023150327,1,0,0,0,0,0,0.26173439842857843,0.34117646431862614,0.4139178880009635,0.49962534299243494,0.3141570863936211
5514,3708,7,5,31,34,15,121,1558,30,5,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,2024-05-01,1547671,0.272,231.75,3.5628,-1.921,-0.6584,0.17174267162514484,1,0,0,0,0,0,0.337280108870295,0.02142653167251411,0.4348906669543339,0.47688629114445713,0.432310624171396
5160,3502,5,6,32,24,20,118,1432,17,4,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,2024-06-01,1547671,0.3876,166.7619,3.334,-6.42,-0.235,0.1702520456733116,1,0,0,0,0,0,0.34550535752336703,0.28587780542852587,0.4587740875739071,0.22181185014269805,0.33415138794490784
5537,3739,5,12,32,35,13,141,1520,35,5,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,2024-07-01,1547671,0.2348,267.0714,3.5776,7.3062,-0.7625,0.15379373623050524,1,0,0,0,0,0,0.263505918243534,-0.10774392352794221,0.4659679093516124,0.052314588485353614,0.36036289529315285
4863,3263,9,2,32,32,21,117,1345,32,10,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,2024-08-01,1547671,0.4318,148.3182,3.1421,-12.1727,-0.1162,0.14671268437645207,1,0,0,0,0,0,0.3352592345099641,0.299185925925872,0.47535982040397495,-0.6851028654603921,0.35411542286991915
5375,3608,8,2,30,40,16,130,1492,42,7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,2024-09-01,1547671,0.2977,212.2353,3.473,10.5285,-0.4792,0.15275432579246223,1,0,0,0,0,0,0.3711384679538055,0.10460486142740257,0.5034148187159766,-0.47201254377105606,0.4894664652543965
5602,3777,7,2,46,31,11,113,1580,30,5,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,2024-10-01,1547671,0.1964,314.75,3.6196,4.2233,-1.0047,0.13155407560903792,1,0,0,0,0,0,0.05849223969139011,-0.5117290129563513,0.4329221809160006,0.31957662365334705,-0.05317210235953452
5287,3514,8,2,31,33,8,105,1541,40,5,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,2024-11-01,1547671,0.1513,390.4444,3.4161,-5.623,-1.135,0.08767055089136128,1,0,0,0,0,0,-0.2602508457857826,-1.24697996901814,0.38709342094000043,0.24867644577724932,-0.3245152665915323
5548,3748,2,4,40,27,21,114,1553,33,6,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,2024-12-01,1547671,0.3785,170.3636,3.5847,4.9366,-0.2059,0.17168141438734935,1,0,0,0,0,0,0.4311749751591198,0.23618316626986113,0.45298655415324757,0.23358612585108818,0.34653010885400737
5892,3877,5,3,42,33,18,146,1732,24,12,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,2025-01-01,1547671,0.3055,204.0526,3.807,6.2004,-0.4612,0.17256569298838337,1,0,0,0,0,0,0.3566312456393125,0.2241075761367441,0.4694457803352218,0.17900505491060378,0.5049892807324906
5114,3408,10,6,40,29,24,108,1451,30,8,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,2025-02-01,1547671,0.4693,136.32,3.3043,-13.2043,-0.1474,0.12973031602342844,1,0,0,0,0,0,0.19960027532968833,0.26225814302425926,0.4415267980611429,-1.0145812748718772,0.29446757788273825
5181,3450,7,3,43,25,26,126,1455,35,11,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,2025-03-01,1547671,0.5018,127.7778,3.3476,1.3101,0.1685,0.17811799300638925,1,0,0,0,0,0,0.28078814278652864,0.40615182672835887,0.4537261916565231,0.4927905759252269,0.3142104405478908
5243,3490,11,4,27,33,11,132,1500,23,12,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,2025-04-01,1547671,0.2098,290.8333,3.3877,1.1967,-0.7365,0.15695923884455937,1,0,0,0,0,0,0.11460046666524379,-0.2688182658752705,0.4660911459959511,0.4971463396912049,0.34109155158768506
5148,3356,5,3,32,31,26,137,1517,30,11,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,2025-05-01,1547671,0.5051,124.2963,3.3263,-1.8119,0.1969,0.1746969831970689,1,0,0,0,0,0,0.2739378142732303,0.38744182268212896,0.4407850927837755,0.46574853662473403,0.24785041147942957
5163,3500,5,1,36,35,23,124,1408,25,6,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,2025-06-01,1547671,0.4455,145.8333,3.336,0.2914,0.031,0.1741185279751578,1,0,0,0,0,0,0.2733325946424555,0.32589039643521583,0.42606690846884876,0.5026993518347863,0.26558688112390766
5472,3656,6,7,36,39,27,106,1557,30,8,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,2025-07-01,1547671,0.4934,130.5714,3.5356,5.9849,0.1327,0.16629120623789456,1,0,0,0,0,0,0.235243523669432,0.377217306377784,0.36430128879005147,0.19699003959691044,0.32282430221790753
4971,3275,2,5,35,37,26,112,1450,22,7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,2025-08-01,1547671,0.523,121.2963,3.2119,-9.1557,0.237,0.15470295515876464,1,0,0,0,0,0,0.1432245955472982,0.3635044581601734,0.4216393170934451,-0.12131213225359462,0.26049184434291806
5547,3671,8,1,48,38,34,117,1598,23,9,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,2025-09-01,1547671,0.6129,104.8857,3.5841,11.5872,0.5795,0.1214397139837422,1,0,0,0,0,0,-0.0681232775123364,0.24389211733714963,0.42060720379205846,-0.6958020196262724,0.00045039899191569874
5551,3685,3,4,50,37,23,122,1593,26,8,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,2025-10-01,1547671,0.4143,153.5417,3.5867,0.0721,0.0769,0.17028506555730016,1,0,0,0,0,0,0.31081952325507745,0.211030788589122,0.43603332298513714,0.5016880744379529,0.18780184759572832
5387,3610,4,6,46,34,40,104,1506,28,9,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,2025-11-01,1547671,0.7425,88.0488,3.4807,-2.9544,1.0589,0.13573943911590947,1,0,0,0,0,0,-0.32201031290817994,0.09652056899804623,0.5053122765960407,0.4550080937076221,-0.3435606269791594
5802,3879,15,4,47,41,28,153,1604,27,4,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,2025-12-01,1547671,0.4826,133.7586,3.7489,7.7037,0.0032,0.1605108932499355,1,0,0,0,0,0,0.2005121634497443,0.34547202146775624,0.44825919296462086,-0.03430239045021535,0.32107598872407395
5628,3750,13,2,37,32,30,115,1599,40,10,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,2026-01-01,1547671,0.533,120.9677,3.6364,-2.999,0.3204,0.17066428509729858,1,0,0,0,0,0,0.16593466750797503,0.3679958288885135,0.44648538598773774,0.4373546938737082,0.2440015659576004
5468,3654,9,1,43,39,30,122,1514,47,9,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,2026-02-01,1547671,0.5486,117.871,3.5331,-2.8429,0.5124,0.16057307001546395,1,0,0,0,0,0,0.09225384604370518,0.35144587794863313,0.3635589797749634,0.44427984923678465,0.031780472357584945
5317,3548,3,2,23,34,8,125,1473,87,14,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,2022-01-01,1725756,0.1505,394.2222,3.081,0.0,-1.1041,0.09686610402363388,1,0,0,0,0,0,-0.2608549604997235,-1.2315016492521127,0.36714491345069317,0.4795416629785376,-0.25956155361904626
5532,3714,3,5,37,30,14,131,1512,72,14,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,2022-02-01,1725756,0.2531,247.6,3.2056,4.0436,-0.7382,0.1652496710961348,1,0,0,0,0,0,0.3013881283346986,0.020295581636556592,0.4837485084907769,0.2817110776192502,0.3703593025769982
6029,4157,4,2,52,32,18,127,1526,96,15,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,2022-03-01,1725756,0.2986,218.7895,3.4935,8.9841,-0.6571,0.15483079753155832,1,0,0,0,0,0,0.3670409947366076,0.08331647088235153,0.5040355691042552,-0.26987575889171733,0.3876965789694853
5107,3430,3,3,39,45,14,109,1344,104,16,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,2022-04-01,1725756,0.2741,228.6667,2.9593,-15.2928,-0.8447,0.11345150540280324,1,0,0,0,0,0,0.2725162945319622,0.03755448593707578,0.41409969707630684,-1.2521211080303016,0.16202819651926656
5521,3649,3,1,47,31,15,129,1481,148,17,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,2022-05-01,1725756,0.2717,228.0625,3.1992,8.1065,-0.6897,0.1576083321863742,1,0,0,0,0,0,0.36912078581455443,0.09894875010071046,0.4602817060423126,-0.1405622761371007,0.3861599244139017
4906,3304,3,4,60,41,11,106,1263,95,19,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,2022-06-01,1725756,0.2242,275.3333,2.8428,-11.1393,-0.8014,0.12635653060759894,1,0,0,0,0,0,0.1153715259744165,-0.16186829114829526,0.33959335289010284,-0.5162216728179345,0.29088754168173414
4642,3153,8,1,28,27,13,109,1212,77,14,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,2022-07-01,1725756,0.2801,225.2143,2.6898,-5.3812,-0.6938,0.16291495531830086,1,0,0,0,0,0,0.3209992922697901,0.12567291069123113,0.16273139956865706,0.3606408224245931,0.40024331015143544
4830,3280,5,4,30,23,8,101,1293,72,14,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,2022-08-01,1725756,0.1656,364.4444,2.7988,4.05,-1.2097,0.08835382676460762,1,0,0,0,0,0,-0.16155034921702854,-0.9612265872603998,0.2359176783318877,0.2900814083047592,-0.5777901807400367
5101,3494,4,5,34,24,11,125,1327,71,6,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,2022-09-01,1725756,0.2156,291.1667,2.9558,5.6108,-0.8921,0.14116951952515633,1,0,0,0,0,0,0.13577488363712864,-0.234494541914271,0.3772267012842863,0.17914926607193918,0.12412058338275797
4894,3335,5,1,29,27,22,117,1283,66,9,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,2022-10-01,1725756,0.4495,145.0,2.8359,-4.058,0.0126,0.16289689501049498,1,0,0,0,0,0,0.1985921489421825,0.3252110461306368,0.24326608078821,0.3008075405399415,0.3017382657844507
5034,3481,7,4,17,23,19,117,1283,66,17,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,2022-11-01,1725756,0.3774,174.05,2.917,2.8606,-0.2137,0.1697196245750588,1,0,0,0,0,0,0.3595401082267064,0.22845640944484508,0.3119398859775009,0.38222694330512164,0.34376700005234134
5244,3608,3,7,14,15,13,120,1366,85,13,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,2022-12-01,1725756,0.2479,257.7143,3.0387,4.1716,-0.7734,0.1595340279692879,1,0,0,0,0,0,0.27767202427405047,-0.055668635821349545,0.4243784954835305,0.28498674696269877,0.313527613502869
5281,3600,8,8,13,20,16,114,1365,124,13,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,2023-01-01,1725756,0.303,211.7647,3.0601,0.7056,-0.4904,0.1739195541235194,1,0,0,0,0,0,0.33843349112597587,0.12205687923418083,0.3677818109673153,0.4708094703583153,0.48687022318763024
4829,3282,3,5,8,18,18,89,1292,104,10,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,2023-02-01,1725756,0.3727,172.7368,2.7982,-8.559,-0.0997,0.1528850348847044,1,0,0,0,0,0,0.33132826537465704,0.17417707790900272,0.20910510088209852,0.001035153233396471,0.2857140414968688
5318,3633,8,3,15,18,17,131,1391,94,8,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,2023-03-01,1725756,0.3197,201.8333,3.0815,10.1263,-0.4645,0.1489482349948058,1,0,0,0,0,0,0.35455248694617814,0.17137653695243601,0.33255329674389006,-0.471423974121705,0.4719747545421897
4355,2936,4,1,10,21,15,87,1177,94,10,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,2023-04-01,1725756,0.3444,183.5,2.5235,-18.1083,-0.41,0.08933525095994493,1,0,0,0,0,0,0.22222391600195884,0.21050037075760905,-0.0935071442186188,-1.9008407711483815,0.4178596296597271
4844,3324,5,3,16,20,12,101,1266,86,11,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,2023-05-01,1725756,0.2477,255.6923,2.8069,11.2285,-0.7959,0.12445822451226629,1,0,0,0,0,0,0.26774387483166334,-0.02181406606821999,0.19173632354201794,-0.7154739006243287,0.28097216239048656
4789,3307,4,2,13,11,5,113,1225,87,22,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,2023-06-01,1725756,0.1044,551.1667,2.775,-1.1354,-1.1723,0.017062193748088372,1,0,0,0,0,0,-0.7947577146523936,-2.608843030934206,0.22499608003375873,0.405568798271758,-0.48312362708643525
4463,3056,5,5,21,25,9,106,1139,90,7,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,2023-07-01,1725756,0.2017,305.6,2.5861,-6.8073,-0.9412,0.12208884233813821,1,0,0,0,0,0,0.05462033803832264,-0.47232390860778073,0.05146463153452197,0.20022434675552966,0.08894464012646565
4707,3247,4,5,10,27,12,125,1166,105,6,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,2023-08-01,1725756,0.2549,249.7692,2.7275,5.4672,-0.7032,0.1524693652396159,1,0,0,0,0,0,0.2977341776711248,-0.010283639391927417,0.1846615751632338,0.1441837655898444,0.36997123769355705
4533,3109,9,5,6,16,4,123,1175,73,13,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,2023-09-01,1725756,0.0882,621.8,2.6267,-3.6966,-1.2756,-0.024703530559957554,-1,1,0,0,0,0,-0.8848041614030474,-3.1283162757343956,0.06961178964385387,0.22701825088925856,-0.6355255057814061
4858,3344,1,3,12,24,10,128,1249,74,13,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,2023-10-01,1725756,0.2058,304.0,2.815,7.1696,-0.9193,0.12010626401072899,1,0,0,0,0,0,0.057851473880953075,-0.46827455823253467,0.21702902620688988,-0.006490710014934276,0.05601189315398541
5036,3473,3,0,12,19,11,102,1295,106,15,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,2023-11-01,1725756,0.2184,289.4167,2.9181,3.6641,-0.8353,0.14610028662887486,1,0,0,0,0,0,0.14002697121428798,-0.25221215026941407,0.37948728410928506,0.2632852263220765,0.22633202987304027
