total_items,amoxicillin,azithromycin,cephalosporins,clarithromycin,clindamycin,co_amoxiclav,erythromycin,metronidazole,phenoxymethylpenicillin,tetracyclines,icb_name,month,population,f1_coamox_rate,f2_amox_coamox_ratio,f3_items_per_1000,f4_mom_change,f5_coamox_zscore,anomaly_score,anomaly_flag,is_anomaly,guideline_coamox_flag,guideline_ratio_flag,guideline_volume_flag,any_guideline_flag,shap_f1_coamox_rate,shap_f2_amox_coamox_ratio,shap_f3_items_per_1000,shap_f4_mom_change,shap_f5_coamox_zscore
2595,1763,0,4,11,29,4,40,717,24,3,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2022-01-01,941353,0.1541,352.6,2.7567,0.0,-1.0902,0.10556054710431295,1,0,0,0,0,0,-0.29008546104085736,-0.7936110920641374,0.24307327795821376,0.4813127729078642,-0.2656583993114231
2517,1707,0,3,6,27,6,45,707,15,1,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2022-02-01,941353,0.2384,243.8571,2.6738,-3.0058,-0.7962,0.15796914201157608,1,0,0,0,0,0,0.27774562061615965,0.033998261937807105,0.14416265076426113,0.40489376401861327,0.3264158105028778
2897,1918,2,2,14,22,7,49,853,24,6,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2022-03-01,941353,0.2416,239.75,3.0775,15.0973,-0.9041,0.0889380455193618,1,0,0,0,0,0,0.19537607580312197,-0.012449849833302077,0.30846427633494267,-1.7022475169424836,0.05461816533815543
2499,1704,0,3,11,24,7,42,696,12,0,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2022-04-01,941353,0.2801,213.0,2.6547,-13.7384,-0.814,0.11210704058420878,1,0,0,0,0,0,0.2274513629088507,0.12457510925996516,0.1023744762584218,-1.04747598609182,0.18269403628981531
2689,1855,1,3,10,20,3,60,715,17,5,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2022-05-01,941353,0.1116,463.75,2.8565,7.603,-1.397,0.012209384932898248,1,0,0,0,0,0,-0.74588069714142,-1.8484140512099938,0.2698120241797625,-0.14922677224209288,-0.9140306046446687
2460,1677,0,3,5,18,3,47,693,9,5,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2022-06-01,941353,0.122,419.25,2.6133,-8.5162,-1.2786,0.048568413853856796,1,0,0,0,0,0,-0.5643704960718515,-1.358356018056745,0.10291970052817956,0.03349815944352742,-0.5858503423696245
2496,1722,0,3,12,15,6,46,679,13,0,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2022-07-01,941353,0.2404,246.0,2.6515,1.4634,-0.8736,0.15520282142343444,1,0,0,0,0,0,0.26954901313750457,0.029381424255255115,0.11822922655189984,0.4950465646274138,0.17359350236971455
2545,1720,2,5,15,32,8,55,698,8,2,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2022-08-01,941353,0.3143,191.1111,2.7036,1.9631,-0.4584,0.17077751550316045,1,0,0,0,0,0,0.37402687941304236,0.25573342527897547,0.08499524440684025,0.4641490883706693,0.48716947045274356
2480,1718,1,0,16,14,4,49,669,7,2,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2022-09-01,941353,0.1613,343.6,2.6345,-2.554,-1.108,0.10320512815366112,1,0,0,0,0,0,-0.19646036335287143,-0.6979407829228479,0.07129006983533145,0.4060809790676477,-0.2843913677277307
2505,1701,2,1,6,11,6,46,712,19,1,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2022-10-01,941353,0.2395,243.0,2.6611,1.0081,-0.7783,0.16009818657104874,1,0,0,0,0,0,0.28805649938711636,0.025977910283868956,0.10829282914683667,0.5010784611723642,0.34234019546629835
2486,1660,1,1,8,22,4,58,711,18,3,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2022-11-01,941353,0.1609,332.0,2.6409,-0.7585,-1.3337,0.08299035093812496,1,0,0,0,0,0,-0.26622639094680145,-0.6412949973060531,0.06362673321139845,0.47467538914772944,-0.9725677403559536
2519,1698,0,2,13,24,6,65,690,16,5,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2022-12-01,941353,0.2382,242.5714,2.6759,1.3274,-0.8102,0.15877892922052056,1,0,0,0,0,0,0.27498787053740337,0.024258496831550083,0.15136572740708207,0.4864293971594737,0.27999446083730783
2884,1956,0,1,9,13,3,51,823,21,7,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2023-01-01,941353,0.104,489.0,3.0637,14.4899,-1.3179,-0.021268139366608763,-1,1,0,0,0,0,-0.7469296719816955,-1.92890386832148,0.27948962272655226,-1.2066186897075766,-0.6619190955972976
2495,1708,3,0,7,23,7,42,680,20,5,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2023-02-01,941353,0.2806,213.5,2.6504,-13.4882,-0.4693,0.1190863364614187,1,0,0,0,0,0,0.25347165147776946,0.16237215369033411,0.06101989328770604,-1.0746967099628841,0.41971096582232975
2739,1820,2,1,10,22,5,66,768,41,4,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2023-03-01,941353,0.1825,303.3333,2.9096,9.7796,-1.0014,0.10562450804616041,1,0,0,0,0,0,-0.05171878388743241,-0.4305947960997196,0.33363304934022514,-0.4304571739083061,-0.04374961733181845
2227,1465,0,2,5,10,9,45,655,34,2,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2023-04-01,941353,0.4041,146.5,2.3657,-18.693,-0.1904,0.076631998807206,1,0,0,0,0,0,0.234222880056021,0.21462567049937362,-0.40314093169240456,-1.9297762768080513,0.3464651571885151
2429,1603,5,0,11,19,10,41,707,30,3,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2023-05-01,941353,0.4117,145.7273,2.5803,9.0705,-0.0914,0.13639070271415699,1,0,0,0,0,0,0.2927301480097425,0.3257682295153806,-0.20154069533980282,-0.3397485885820419,0.33678042251096185
2486,1698,4,1,10,25,7,35,684,20,2,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2023-06-01,941353,0.2816,212.25,2.6409,2.3466,-0.5184,0.16443668961668995,1,0,0,0,0,0,0.3385042881182381,0.14277901194058623,0.043686716333113655,0.4113414574322041,0.4907632234272743
2320,1562,0,2,7,22,6,48,657,14,2,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2023-07-01,941353,0.2586,223.1429,2.4645,-6.6774,-0.714,0.14932476261538086,1,0,0,0,0,0,0.3064100070604994,0.10913419007651269,-0.21279264801074269,0.2438775604746384,0.42595741868216896
2335,1586,0,0,5,15,5,31,676,16,1,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2023-08-01,941353,0.2141,264.3333,2.4805,0.6466,-0.838,0.14373471098412766,1,0,0,0,0,0,0.13454147830448826,-0.032636303940334226,-0.1991561655527028,0.4793102059059958,0.29057507950457195
2418,1645,2,1,3,25,7,42,678,14,1,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2023-09-01,941353,0.2895,205.625,2.5686,3.5546,-0.5092,0.1573578132313972,1,0,0,0,0,0,0.26913381223057964,0.20733306199063728,-0.0974081484381343,0.27921074089893494,0.5064746747627332
2226,1543,2,2,6,14,12,42,583,18,4,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2023-10-01,941353,0.5391,118.6923,2.3647,-7.9404,0.4315,0.12735955875172367,1,0,0,0,0,0,0.14934282143670075,0.3369345781761205,-0.39739118304496124,0.017783377341503488,-0.004660429093966007
2573,1689,0,3,5,13,5,70,769,16,3,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2023-11-01,941353,0.1943,281.5,2.7333,15.5885,-0.9264,0.07081165046622179,1,0,0,0,0,0,0.020314580822108498,-0.20179287746306263,0.13479025173801043,-1.7605351032073329,0.09261818451185044
2442,1632,2,1,13,16,6,53,686,28,5,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2023-12-01,941353,0.2457,233.1429,2.5941,-5.0913,-0.8107,0.15209369582181403,1,0,0,0,0,0,0.2844672693942992,0.02694379340900329,0.05459284197583932,0.32048297418342053,0.2861533269186426
2556,1722,0,1,7,23,5,52,714,28,4,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2024-01-01,941353,0.1956,287.0,2.7152,4.6683,-0.9737,0.12839828528278474,1,0,0,0,0,0,0.0686600667121777,-0.22483907788853136,0.12887615397816282,0.19552205668464442,-0.03066062705777797
2418,1614,1,1,8,20,7,57,682,24,4,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2024-02-01,941353,0.2895,201.75,2.5686,-5.3991,-0.5198,0.16121209343769832,1,0,0,0,0,0,0.2989827829267155,0.19801403007070742,-0.06453494124212542,0.3264643599294188,0.5480729701655046
2527,1690,3,2,8,24,5,66,694,33,2,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2024-03-01,941353,0.1979,281.6667,2.6844,4.5079,-0.8592,0.13812640834843648,1,0,0,0,0,0,0.029832616846117384,-0.1882874738022316,0.1597475765859578,0.23312068700747005,0.2402978209320108
2458,1613,0,1,2,23,18,52,693,52,4,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2024-04-01,941353,0.7323,84.8947,2.6111,-2.7305,0.9488,0.11372832889182077,1,0,0,0,0,0,-0.34176989140505687,0.00944428562918726,-0.03983822721705522,0.39779578655581055,-0.38238380274759465
2452,1639,3,1,8,19,7,39,700,35,1,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2024-05-01,941353,0.2855,204.875,2.6048,-0.2441,-0.6038,0.16442257837705854,1,0,0,0,0,0,0.2898937045218424,0.17970591602228972,0.007877490917303939,0.46215541789868697,0.4869145715231042
2284,1532,0,1,9,31,8,40,629,31,3,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2024-06-01,941353,0.3503,170.2222,2.4263,-6.8515,-0.3789,0.14943356431385324,1,0,0,0,0,0,0.3048851425084579,0.2266530062947,-0.3453770116692353,0.24088911194712073,0.4494550031958553
2426,1608,1,0,8,14,11,42,698,41,3,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2024-07-01,941353,0.4534,134.0,2.5771,6.2172,-0.0172,0.1509557241753282,1,0,0,0,0,0,0.26078007010304466,0.31981101092503544,-0.13753007003263365,0.12752706247043252,0.3608502223208723
2257,1521,0,1,9,15,3,34,631,41,2,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2024-08-01,941353,0.1329,380.25,2.3976,-6.9662,-1.1664,0.07373185276360406,1,0,0,0,0,0,-0.3708880995034186,-0.946045847524445,-0.14869135563307875,0.20305346278522368,-0.36349239187034843
2224,1473,1,3,5,25,13,26,638,38,2,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2024-09-01,941353,0.5845,105.2143,2.3626,-1.4621,0.4529,0.12557300369597924,1,0,0,0,0,0,-0.057565712841293644,0.19207693093672892,-0.5074245376553973,0.44548795306049277,-0.03150928937596388
2260,1488,0,0,9,26,10,47,647,31,2,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2024-10-01,941353,0.4425,135.2727,2.4008,1.6187,-0.0203,0.152812867107884,1,0,0,0,0,0,0.304055712048273,0.31251401928994443,-0.46338929826396347,0.4921970313176425,0.3533607335465994
2311,1556,0,2,10,22,6,41,631,41,2,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2024-11-01,941353,0.2596,222.2857,2.455,2.2566,-0.6852,0.15082791368478354,1,0,0,0,0,0,0.2856564483052034,0.13426932191894211,-0.29080309488496975,0.3891903748050091,0.4085048482169155
2416,1569,1,0,16,21,9,42,701,54,3,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2024-12-01,941353,0.3725,156.9,2.5665,4.5435,-0.226,0.15095058716417908,1,0,0,0,0,0,0.31060495935990995,0.24710265664159964,-0.1937699264232329,0.237444981371775,0.3298698920840848
2360,1543,0,0,6,15,8,58,684,45,1,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2025-01-01,941353,0.339,171.4444,2.507,-2.3179,-0.3326,0.16144766533683352,1,0,0,0,0,0,0.3645971770575303,0.2550749729586626,-0.18917904162082705,0.4483702872810483,0.436874931792828
2089,1390,2,0,7,18,11,39,575,45,2,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2025-02-01,941353,0.5266,115.8333,2.2191,-11.4831,0.057,0.11107342188674313,1,0,0,0,0,0,0.12304212243842301,0.27226229647568817,-0.5863491257647706,-0.4762759769990116,0.22285082570988293
2111,1446,3,2,14,21,3,40,532,50,0,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2025-03-01,941353,0.1421,361.5,2.2425,1.0531,-0.9222,0.08945534402208094,1,0,0,0,0,0,-0.357196285040535,-0.9046530924489383,-0.35227998463627985,0.4389812506979512,0.035157894486804404
2151,1434,3,0,8,19,4,36,598,48,1,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2025-04-01,941353,0.186,286.8,2.285,1.8948,-0.8241,0.12738352519629814,1,0,0,0,0,0,-0.039930750363464614,-0.22531024938407088,-0.3867406879773412,0.45807954060240147,0.296730577327477
2167,1442,5,2,10,18,4,30,605,50,1,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2025-05-01,941353,0.1846,288.4,2.302,0.7438,-0.9077,0.12259600788335923,1,0,0,0,0,0,-0.03874135480731536,-0.20623314750875343,-0.3816775188878044,0.4613178615178194,0.10540174593562225
2203,1470,3,0,7,27,9,33,607,45,2,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2025-06-01,941353,0.4085,147.0,2.3402,1.6613,-0.0993,0.14999638714665792,1,0,0,0,0,0,0.30626666693340143,0.3106277358355901,-0.5577035162939468,0.47453144948604287,0.36307077991335646
2166,1453,3,0,10,13,9,20,610,47,1,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2025-07-01,941353,0.4155,145.3,2.3009,-1.6795,-0.1548,0.15081371788914028,1,0,0,0,0,0,0.3251220901790365,0.2979581230655077,-0.5442918813752268,0.4677812876821879,0.3797351845553074
2040,1335,5,0,17,16,7,36,581,41,2,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2025-08-01,941353,0.3431,166.875,2.1671,-5.8172,-0.3464,0.14192715752726082,1,0,0,0,0,0,0.28693961505248555,0.2544502138101988,-0.6617412842493398,0.2789672751326142,0.44993804322080444
2093,1410,2,1,7,18,5,25,565,57,3,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2025-09-01,941353,0.2389,235.0,2.2234,2.598,-0.6049,0.13758193795335455,1,0,0,0,0,0,0.2731984696145113,-0.010285094940074024,-0.6037981623201263,0.3600091113131287,0.43651235168148544
2109,1377,2,0,6,18,13,43,587,61,2,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2025-10-01,941353,0.6164,98.3571,2.2404,0.7645,0.7085,0.11518322876807868,1,0,0,0,0,0,-0.057192689982508725,0.17898544084571033,-0.641751377288325,0.441409419605064,-0.2299110817951835
2114,1400,1,0,5,22,3,39,584,55,5,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2025-11-01,941353,0.1419,350.0,2.2457,0.2371,-1.1186,0.08638893332545278,1,0,0,0,0,0,-0.31908023806256325,-0.7572272367790172,-0.35363966707262146,0.460913934140861,-0.2670148062707195
2368,1565,2,0,10,17,17,42,635,74,6,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2025-12-01,941353,0.7179,86.9444,2.5155,12.0151,0.739,0.07359462815484447,1,0,0,0,0,0,-0.33911291758671536,0.023402458185989485,-0.22154947356264618,-0.8158515654267381,-0.27712529100618155
2418,1575,0,0,12,28,9,38,672,81,3,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2026-01-01,941353,0.3722,157.5,2.5686,2.1115,-0.2931,0.15351281826151403,1,0,0,0,0,0,0.26869890542370495,0.21936957777244104,-0.17486173441138292,0.4331541131896492,0.2778221776563855
2408,1639,4,1,7,17,16,30,640,50,4,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",2026-02-01,941353,0.6645,96.4118,2.558,-0.4136,1.0014,0.11883926561754227,1,0,0,0,0,0,-0.08539832629919883,0.19182781988393138,-0.22439385379620966,0.4622930342596183,-0.5307354318956757
4046,2775,4,7,21,10,9,99,1104,16,1,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",2022-01-01,1104963,0.2224,277.5,3.6617,0.0,-0.8265,0.15997944266653913,1,0,0,0,0,0,0.18745584804085513,-0.1580055834206402,0.44067278670879506,0.5303460985985201,0.2608858738346802
3739,2537,4,3,21,20,6,97,1029,14,8,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",2022-02-01,1104963,0.1605,362.4286,3.3838,-7.5877,-1.1033,0.09237943295312151,1,0,0,0,0,0,-0.24704348620441205,-0.9600777253546259,0.3719975190958002,0.07515489875996156,-0.2878367809043873
4180,2913,2,5,17,22,19,75,1110,14,3,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",2022-03-01,1104963,0.4545,145.65,3.7829,11.7946,0.0183,0.14340905182119362,1,0,0,0,0,0,0.20445929161472096,0.33187742456780017,0.4792443718839302,-0.7066663425842399,0.35215391463996937
3522,2390,7,4,19,17,9,91,972,11,2,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",2022-04-01,1104963,0.2555,239.0,3.1874,-15.7416,-0.94,0.10181265930152106,1,0,0,0,0,0,0.2338190632533642,0.0013683361676915021,0.45315601324744553,-1.4071156066998571,-0.02766094401136367
4161,2907,3,0,18,26,10,95,1080,21,1,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",2022-05-01,1104963,0.2403,264.2727,3.7657,18.1431,-0.8284,0.07339519584334853,1,0,0,0,0,0,0.192760271124952,-0.10224514631183573,0.3771104692925511,-2.2855705683291037,0.18164619084289377
3771,2668,1,1,16,16,9,97,950,10,3,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",2022-06-01,1104963,0.2387,266.8,3.4128,-9.3727,-0.7337,0.14380780156986517,1,0,0,0,0,0,0.21224939428016443,-0.16325032524278507,0.4875112872440502,-0.22753705071413344,0.3662580109327408
3598,2525,8,0,11,15,9,80,929,18,3,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",2022-07-01,1104963,0.2501,252.5,3.2562,-4.5876,-0.8296,0.164978575373962,1,0,0,0,0,0,0.2820829833084776,0.011940523003987026,0.4910152021763034,0.37836509085134773,0.2839453886640001
3353,2342,5,3,18,11,5,74,881,14,0,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",2022-08-01,1104963,0.1491,390.3333,3.0345,-6.8093,-1.293,0.07145668151605472,1,0,0,0,0,0,-0.3382899565695599,-1.196548714094402,0.3665882835697258,0.17752228770587064,-0.70436506839719
3540,2476,6,1,16,12,10,86,912,19,2,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",2022-09-01,1104963,0.2825,225.0909,3.2037,5.5771,-0.626,0.1681082244466564,1,0,0,0,0,0,0.37427754013741354,0.10897437118094737,0.45391575629544195,0.18636404060671447,0.4414596437129715
4059,2805,3,2,22,21,11,113,1054,24,4,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",2022-10-01,1104963,0.271,233.75,3.6734,14.661,-0.6597,0.1118073648501054,1,0,0,0,0,0,0.2651786509393028,0.02586976755214615,0.43468161294451,-1.489463651670287,0.34346118499593736
3703,2554,2,0,12,22,11,80,1002,16,4,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",2022-11-01,1104963,0.2971,212.8333,3.3512,-8.7706,-0.6291,0.1640668968009198,1,0,0,0,0,0,0.37698069108009025,0.13689109159409327,0.4702469245586534,-0.04335963346866372,0.47249588587068786
4041,2851,2,2,26,26,10,97,1005,18,4,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",2022-12-01,1104963,0.2475,259.1818,3.6571,9.1277,-0.7749,0.14352563310503347,1,0,0,0,0,0,0.252734523758825,-0.08506084810480612,0.4306933775924453,-0.24936388359776296,0.31620478074284947
4380,3042,1,2,20,27,16,87,1161,22,2,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",2023-01-01,1104963,0.3653,178.9412,3.9639,8.389,-0.2313,0.15202554806132612,1,0,0,0,0,0,0.3066329311813106,0.1643290332394949,0.3315376625480267,-0.10880154056649695,0.27647149538263915
3431,2377,6,1,10,6,16,81,909,23,2,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",2023-02-01,1104963,0.4663,139.8235,3.1051,-21.6667,0.276,0.07270621221058615,1,0,0,0,0,0,0.1956961931489145,0.17985035308848726,0.4021318696977652,-2.613163113585045,0.17826250820319356
4282,2972,2,6,13,16,18,106,1122,25,2,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",2023-03-01,1104963,0.4204,156.4211,3.8752,24.8033,-0.0703,0.05275907114159317,1,0,0,0,0,0,0.2705029759087209,0.22141216216339749,0.3601612660210416,-3.403463875226363,0.3008966586294297
3256,2245,4,2,24,13,11,96,834,24,3,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",2023-04-01,1104963,0.3378,187.0833,2.9467,-23.9608,-0.4343,0.0686457258003042,1,0,0,0,0,0,0.2357049177895764,0.18498870579277088,0.3046630073797626,-2.872264594085526,0.36697292405773396
3573,2451,5,0,17,8,12,95,962,22,1,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",2023-05-01,1104963,0.3359,188.5385,3.2336,9.7359,-0.417,0.15502872230090736,1,0,0,0,0,0,0.3713947339011924,0.23493817972333159,0.43236281555003026,-0.3911521294351209,0.43189668082091126
3463,2408,0,0,27,14,15,89,887,23,0,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",2023-06-01,1104963,0.4332,150.5,3.134,-3.0786,0.041,0.1703823731957329,1,0,0,0,0,0,0.30905539209553134,0.24665819290279087,0.45415861127980556,0.4229728113663699,0.2182218849408068
3617,2519,1,0,26,16,11,110,898,34,2,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",2023-07-01,1104963,0.3041,209.9167,3.2734,4.447,-0.5323,0.1736431026979901,1,0,0,0,0,0,0.3818537783275699,0.16312785250856537,0.4571315171880007,0.24968231039450145,0.5235699058958583
3256,2230,2,0,21,14,8,102,852,21,6,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",2023-08-01,1104963,0.2457,247.7778,2.9467,-9.9806,-0.7336,0.14941935497036368,1,0,0,0,0,0,0.27551798739292427,0.009100199729922908,0.43591719107031696,-0.245146561905008,0.4006045973489787
3336,2335,1,0,12,9,10,87,852,28,2,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",2023-09-01,1104963,0.2998,212.2727,3.0191,2.457,-0.47,0.1745225571990403,1,0,0,0,0,0,0.36552388373524863,0.12745715313613487,0.4090865388275727,0.4178373938852288,0.48916482095281455
3479,2421,6,1,8,15,9,97,901,20,1,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",2023-10-01,1104963,0.2587,242.1,3.1485,4.2866,-0.7049,0.16377814449673828,1,0,0,0,0,0,0.29459374645223085,0.01473116073173549,0.44967807814651545,0.2582586491942929,0.3852111757262658
3330,2262,2,2,28,17,9,99,864,44,3,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",2023-11-01,1104963,0.2703,226.2,3.0137,-4.2828,-0.6392,0.17345650884327796,1,0,0,0,0,0,0.37140131182204894,0.13178607459742184,0.4413605513870548,0.3710182631115449,0.4526579684413069
3242,2296,0,2,22,13,14,77,784,30,4,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",2023-12-01,1104963,0.4318,153.0667,2.934,-2.6426,-0.0643,0.17129738705691483,1,0,0,0,0,0,0.33057033344166636,0.23662185823061355,0.3290227656545498,0.42891460387980507,0.36071212788138174
3463,2410,2,2,27,8,15,76,890,30,3,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",2024-01-01,1104963,0.4332,150.625,3.134,6.8168,0.143,0.1553918405755617,1,0,0,0,0,0,0.2718492526404122,0.2050187797636884,0.4030844087816681,0.06898674138640579,0.14376809345503588
3198,2219,3,2,13,15,21,81,829,14,1,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",2024-02-01,1104963,0.6567,100.8636,2.8942,-7.6523,1.182,0.11562999265933721,1,0,0,0,0,0,-0.18941181395942147,0.18380954940224586,0.34020117930678273,0.037446686454245225,-0.6656450209774334
3477,2405,2,5,30,16,17,95,881,23,3,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",2024-03-01,1104963,0.4889,133.6111,3.1467,8.7242,0.3687,0.14840945452826265,1,0,0,0,0,0,0.24062277296091372,0.3115679982697841,0.38897015723107203,-0.21631818278075074,0.11481809160497428
